"subjID","ingroup_fixed_rand","outgroup_fixed_rand","in_out_rand_logit","in_out_full_logit","in_out_prob","younger","older","ismale","tsnr","fd_mean","RT","in_out_demean","in_out_young","in_out_old","ones"
"sub-104",1.25153606501418,1.31170213147712,-0.0573230684267486,-0.0601660664629446,-0.0138786183039199,1,0,0.574,0.335345346,-1.109117337,0.256,-0.0473404412847989,-0.0473404412847989,0,1
"sub-105",1.17122482574208,1.8852796291151,-0.711211805336815,-0.714054803373011,-0.175418284232988,1,0,-0.426,1.43926098,-1.214960371,1.03,-0.701229178194865,-0.701229178194865,0,1
"sub-106",2.43981975682366,1.70363426962006,0.739028485239792,0.736185487203596,0.174703617340782,1,0,-0.426,0.84197575,-0.295734173,0.00677,0.749011112381742,0.749011112381742,0,1
"sub-107",1.42093360909117,1.1697217547477,0.254054852379666,0.25121185434347,0.0615850770705076,1,0,0.574,0.467173848,-1.179449315,0.164,0.264037479521616,0.264037479521616,0,1
"sub-108",0.809752253970301,1.87799960421068,-1.06540435220418,-1.06824735024038,-0.254965339838434,1,0,-0.426,0.4199414,-0.888679465,-1.25,-1.05542172506223,-1.05542172506223,0,1
"sub-109",2.08657830111495,2.08540441084783,0.00401688830331237,0.00117389026711612,0.000955963971730034,1,0,-0.426,0.680348289,-0.333947122,1.43,0.0139995154452619,0.0139995154452619,0,1
"sub-110",1.68698505899685,1.30324176347278,0.386586293560266,0.38374329552407,0.0958452993312824,1,0,0.574,0.771201523,-1.292912535,-1.26,0.396568920702216,0.396568920702216,0,1
"sub-111",1.11643825484104,1.23109009741615,-0.111808844538913,-0.114651842575109,-0.0264787507148543,0,1,0.574,-0.691764793,0.146433278,-1.25,-0.101826217396963,0,-0.101826217396963,1
"sub-112",2.43066828297282,2.21169143628226,0.221819844726754,0.218976846690558,0.0494597495211268,1,0,-0.426,0.817466001,-0.931557862,0.991,0.231802471868703,0.231802471868703,0,1
"sub-113",1.87567353139649,2.2671804054065,-0.388663875973812,-0.391506874010008,-0.092535971427343,1,0,-0.426,-1.142227911,0.36502216,0.813,-0.378681248831863,-0.378681248831863,0,1
"sub-115",0.14719139650255,0.142942819940388,0.00709157459835885,0.00424857656216271,0.00106086696293478,1,0,-0.426,0.750329892,-0.517222174,0.94,0.0170742017403085,0.0170742017403085,0,1
"sub-116",2.3249889132304,2.16290186985935,0.164930041407249,0.162087043371054,0.0376777066598412,1,0,-0.426,-0.449037222,-0.458864599,0.183,0.174912668549199,0.174912668549199,0,1
"sub-117",2.29240243700563,2.15419496637845,0.141050468663374,0.138207470627178,0.0324182755897351,1,0,-0.426,1.075760056,-0.887283578,0.308,0.151033095805323,0.151033095805323,0,1
"sub-118",0.184860961269817,0.551657252176502,-0.363953292870489,-0.366796290906685,-0.0622211033652219,1,0,-0.426,-1.060535185,0.783193711,0.214,-0.353970665728539,-0.353970665728539,0,1
"sub-121",1.90027688491753,2.00270386395842,-0.099583981004699,-0.102426979040895,-0.0242983142108082,1,0,-0.426,1.822941324,-1.128909272,0.276,-0.0896013538627492,-0.0896013538627492,0,1
"sub-122",1.59688031246387,1.25008050325363,0.349642807246435,0.346799809210239,0.0861793916596632,1,0,-0.426,1.759997806,-1.012660134,1.49,0.359625434388385,0.359625434388385,0,1
"sub-124",2.26563389356597,1.89532445934867,0.373152432253497,0.3703094342173,0.0886908532018826,1,0,0.574,0.750570699,-0.622688021,0.565,0.383135059395446,0.383135059395446,0,1
"sub-125",0.92678411452394,0.981929858206703,-0.0523027456465662,-0.0551457436827624,-0.0116500800158894,1,0,-0.426,1.781157475,-1.063575099,1.67,-0.0423201185046166,-0.0423201185046166,0,1
"sub-126",1.25794259412541,1.24249785185644,0.0182877403051656,0.0154447422689694,0.00440228081572963,1,0,0.574,-0.881321934,-0.422387959,0.357,0.0282703674471152,0.0282703674471152,0,1
"sub-127",2.3147980455229,1.85863997431089,0.459001069248206,0.45615807121201,0.108810109921682,0,1,-0.426,0.726955566,-0.586700833,0.802,0.468983696390156,0,0.468983696390156,1
"sub-128",1.91689456717305,1.50274054873333,0.416997016475914,0.414154018439718,0.103749294220452,0,1,0.574,0.354984567,0.35040772,-1.27,0.426979643617864,0,0.426979643617864,1
"sub-129",2.33799345426322,1.63118352196289,0.709652930336526,0.70680993230033,0.170626833770321,0,1,0.574,-1.141721185,2.26385679,-1.26,0.719635557478476,0,0.719635557478476,1
"sub-130",1.20050750577019,1.26381938940522,-0.0604688855988389,-0.063311883635035,-0.0145036976885675,0,1,-0.426,-1.262876457,1.236388009,1.18,-0.0504862584568893,0,-0.0504862584568893,1
"sub-132",1.2118424289586,1.25138658159843,-0.0367011546036328,-0.0395441526398288,-0.00880231363626288,0,1,-0.426,-0.107125145,-0.012961885,1.63,-0.0267185274616831,0,-0.0267185274616831,1
"sub-133",1.51766393195897,1.58529155660491,-0.0647846266097435,-0.0676276246459395,-0.016162827729734,0,1,0.574,1.055715262,0.050489502,0.906,-0.0548019994677938,0,-0.0548019994677938,1
"sub-134",2.19299987326909,1.75162474896814,0.444218122337145,0.441375124300949,0.107643586777994,0,1,-0.426,-0.770087816,0.121069128,-1.25,0.454200749479094,0,0.454200749479094,1
"sub-135",1.88121335360066,0.338431006216596,1.54562534542026,1.54278234738406,0.34667484952668,0,1,0.574,-0.653236011,1.016904241,-1.25,1.55560797256221,0,1.55560797256221,1
"sub-136",1.82410462130376,1.23581740404978,0.591130215290182,0.588287217253985,0.14627970490262,0,1,-0.426,0.220981734,-0.470718126,-1.24,0.601112842432131,0,0.601112842432131,1
