Sub	tsnr	fd_mean
sub-104	0.33534534596631727	-1.1091173367246328
sub-105	1.4392609800773413	-1.2149603714375363
sub-106	0.8419757500970093	-0.29573417285758213
sub-107	0.46717384837484244	-1.179449315125753
sub-108	0.41994140037483396	-0.8886794652585861
sub-109	0.6803482887869433	-0.33394712190545633
sub-110	0.771201523092708	-1.2929125346372816
sub-111	-0.691764792909604	0.1464332776861047
sub-112	0.8174660006652462	-0.9315578623268003
sub-113	-1.1422279114332143	0.3650221595142825
sub-115	0.7503298924853713	-0.5172221742239369
sub-116	-0.44903722178461075	-0.45886459880473174
sub-117	1.0757600561599416	-0.8872835778199892
sub-118	-1.0605351851055391	0.7831937113083242
sub-121	1.8229413239127497	-1.1289092719308522
sub-122	1.7599978061480879	-1.012660134099849
sub-124	0.7505706988304395	-0.6226880205349519
sub-125	1.7811574745736536	-1.063575098501397
sub-126	-0.8813219338952206	-0.42238795890636904
sub-127	0.7269555663820872	-0.5867008333856151
sub-128	0.35498456672290885	0.35040772038599366
sub-129	-1.1417211847131996	2.263856790438325
sub-130	-1.262876457171724	1.2363880087701298
sub-132	-0.10712514491416693	-0.012961885401008472
sub-133	1.0557152623174846	0.050489501726667815
sub-134	-0.7700878158923169	0.12106912806724995
sub-135	-0.6532360112646719	1.0169042409237616
sub-136	0.22098173418746264	-0.4707181258591911
sub-137	-0.5457727903119383	0.7864710144639921
sub-138	-1.7005014168729355	2.9566657281475726
sub-140	-0.7383851154457859	0.9451449592714942
sub-141	0.5099903710902791	-0.031470684062392264
sub-142	-0.15951973826363078	0.4110829007948113
sub-143	1.6000724848736467	-0.2512206670745531
sub-144	-2.0703947747766644	1.8572271443733106
sub-147	-1.000297491146248	0.6771735537906173
sub-149	-0.9395801519764256	1.676162702300847
sub-150	-0.5375552180348477	-0.21095518991567624
sub-151	-1.1207096417332387	1.001343862267882
sub-152	-1.25268233919449	1.5614842904453676
sub-153	0.00752133568031759	-0.6131353498541566
sub-154	0.2803339746422458	0.06401457761028732
sub-155	0.8982092558189695	-1.233512085547648
sub-156	-1.2134807212139063	0.6579575352933225
sub-157	-0.8082945477910126	-0.32672095021708514
sub-158	-0.3396268365645266	-0.6485093963832871
sub-159	1.2184995011490265	-1.1826386247840004
