Sub	task	run	tsnr	fd_mean	outlier_run_Custom1
sub-138	trust	04	45.73454863764346	0.6603311730901859	True
sub-138	trust	05	36.88793915929273	0.7501855171475553	True
sub-138	trust	01	48.955385606735945	0.6173790024479181	False
sub-138	trust	02	47.63772062212229	0.6112562330117626	False
sub-138	trust	03	40.333657026756555	0.7095485808248259	True
sub-145	trust	01	40.99799701629672	0.7631112477028571	True
sub-145	trust	02	40.1695562688401	0.8395007033379872	True
sub-132	trust	04	64.17243859509472	0.29577965040277776	False
sub-132	trust	05	57.041748023126274	0.2916273708867259	False
sub-132	trust	01	75.48508825071622	0.257639685287599	False
sub-132	trust	02	66.52446234715171	0.2834981703197192	False
sub-132	trust	03	65.02087448956445	0.2999406872058035	False
sub-113	trust	04	84.59055067622103	0.1811544899377579	False
sub-113	trust	05	78.34484610008076	0.1570642593786065	False
sub-113	trust	02	81.17861527390778	0.14484969229383887	False
sub-113	trust	03	91.88437597081065	0.16464030581652123	False
sub-113	trust	01	70.24875905015506	0.1507904033219772	False
sub-156	trust	01	39.24302192335017	0.5259928465338624	False
sub-156	trust	02	34.69733898458071	0.533978549899374	False
sub-121	trust	02	94.97952903993428	0.1377714245444735	False
sub-121	trust	03	81.02048429846764	0.14517852309534654	False
sub-121	trust	01	89.50607543066144	0.12118197576920534	False
sub-121	trust	04	99.73390207847115	0.13193230596428335	False
sub-121	trust	05	93.07968613575213	0.13348588510411732	False
sub-126	trust	04	39.23163371393457	0.33855409385818336	False
sub-126	trust	05	40.324044349370524	0.4042477213585545	False
sub-126	trust	02	79.56400172249414	0.09236268587099802	False
sub-126	trust	03	81.06113067804836	0.12380667848510168	False
sub-126	trust	01	90.57141458336264	0.06999703138074687	False
sub-151	trust	04	56.520498098572716	0.45051967177669366	False
sub-151	trust	05	63.59491166146472	0.3867588638230005	False
sub-151	trust	02	72.31665729288943	0.34998418293262823	False
sub-151	trust	03	65.86989039438777	0.37100337444130554	False
sub-151	trust	01	69.98525219969451	0.36131620871717496	False
sub-135	trust	04	64.33783375192434	0.37064879962399666	False
sub-135	trust	05	55.629883038345724	0.32008894520100406	False
sub-135	trust	01	70.01479973085225	0.2732625852707383	False
sub-135	trust	02	70.2842189418152	0.3165018797003259	False
sub-135	trust	03	59.99677621386945	0.36742066862337136	False
sub-142	trust	02	50.907290804898366	0.40194124871032916	False
sub-142	trust	03	65.8605759718921	0.35853627972627233	False
sub-142	trust	01	68.31300188298337	0.28655127701581207	False
sub-142	trust	04	70.77275086194277	0.3165406303871526	False
sub-142	trust	05	75.91578125953674	0.2877769921593121	False
sub-107	trust	01	79.8832020284608	0.09990724884597957	False
sub-107	trust	02	83.87590378336608	0.116787002544943	False
sub-107	trust	03	92.38210561149754	0.11269026980655772	False
sub-107	trust	04	88.57652035728097	0.12263707112644197	False
sub-107	trust	05	84.78728463524021	0.1063510004671878	False
sub-109	trust	01	94.81515595456585	0.1328574157029482	False
sub-109	trust	02	79.20096428506076	0.1596749426441481	False
sub-131	trust	01	41.02633227762999	0.4045695440715453	False
sub-131	trust	02	38.461738482816145	0.6627366636229788	True
sub-131	trust	03	34.73773679242004	0.8007582270918188	True
sub-131	trust	04	38.20751070877304	0.5775835481480475	False
sub-131	trust	05	35.25808999413857	0.8582292382685618	True
sub-110	trust	02	72.56055901944637	0.0670705091800728	False
sub-110	trust	01	74.91996485483833	0.08670984872658764	False
sub-128	trust	01	67.02821818576194	0.29405196239490794	False
sub-128	trust	02	70.42923338944092	0.2966215536857844	False
sub-128	trust	03	64.5610342847649	0.3613565286987253	False
sub-128	trust	04	67.88071839837357	0.35246353033745076	False
sub-128	trust	05	65.25867682648823	0.3741971509075615	False
sub-122	trust	05	103.05635095387697	0.14730618749332283	False
sub-122	trust	04	95.81641642889008	0.1377760206366929	False
sub-122	trust	01	99.51250621140935	0.1576011375060165	False
sub-122	trust	03	100.41732876095921	0.132158855032157	False
sub-122	trust	02	102.44756226567551	0.12254430037893824	False
sub-155	trust	05	78.32667412888259	0.10744179465478834	False
sub-155	trust	04	86.51837820629589	0.1451289114125885	False
sub-155	trust	01	73.1228329804726	0.18757276695968358	False
sub-155	trust	03	89.85814462113194	0.13674224435423432	False
