"participant_id","age","sex","trial_total","Include","computer_alpha","computer_epsilon","human_alpha","human_epsilon","outgroup_alpha","outgroup_epsilon","ingroup_alpha","ingroup_epsilon"
"sub-106",20,"F",144,"yes",2.07708648582555,0.000215566910888161,1.69903413909309,4.35243597123403e-05,1.55193083858706,0.000115494716750978,1.82008661004844,4.483871600205e-05
"sub-109",28,"F",126,"yes",0.00877336818814983,0.00138071651497595,0.159029606121483,0.000288819062907823,0.159506412313242,0.000203886532576947,0.157092006885051,8.91432260195693e-05
"sub-104",20,"M",144,"yes",0.00332702648522378,0.00178326292991331,0.00388180441460945,2.42613579153259e-05,0.0055491308347194,0.000844844709222715,0.00425234252557675,5.40558367236507e-05
"sub-110",20,"M",144,"yes",0.570423848793538,0.000606626897689041,0.628450689314912,4.88770151098136e-05,0.480738452473606,0.000144604646678226,0.724017094068859,5.80648276405201e-05
"sub-105",21,"F",143,"yes",0.542393693798586,0.00203951636029727,0.501948336862335,0.00017817694480783,0.381542283309543,0.000156162241053465,0.559432673604545,4.96797741199913e-05
"sub-108",21,"F",144,"yes",1.09867231220598,0.00244424465625183,0.741872551962445,0.00012027438395373,0.965209401152518,0.000239673440505297,0.465029103827864,5.58671028442722e-05
"sub-107",23,"M",142,"yes",1.84098511976883,0.00106311599572482,4.56189129323126,0.116021446076298,1.28995636886905,8.97493316541563e-05,0.722406115747039,3.96461087097099e-05
"sub-111",80,"M",143,"yes",0.789006222609045,0.0160958515122857,1.09585834004347,0.0231097978462031,0.357420600371378,0.000393743279818385,0.801833935539076,8.02349393796505e-05
"sub-112",23,"F",143,"yes",0.249300864577932,0.000372641383943325,0.438729598938163,2.90548557195941e-05,0.436468329562487,0.000100957371766954,0.450158936308314,4.65150002338417e-05
"sub-113",34,"F",144,"yes",5.81742958731875,0.0684752334933858,1.08003099282,6.1109449469623e-05,0.983943467439034,0.000112438678237117,1.19307747909827,3.54211890296412e-05
"sub-115",21,"F",141,"yes",0.054329935012609,0.00130366198869068,0.0332571016658165,0.000215642957580762,0.0294460238055875,0.000278309478559556,0.0714151400227575,3.14538158490895e-05
"sub-116",25,"F",143,"yes",1.86718659241358,0.000255865962305753,1.60371779043527,1.67171877533859e-05,1.62443549003086,0.000144922974687735,1.59254248164361,4.82238729793347e-05
"sub-117",20,"F",144,"yes",0.220358986738187,0.00114179755555738,0.215162115818252,0.000205009040283928,0.198277881622165,0.000170891959857424,0.201151426839005,0.000246232363515918
"sub-118",21,"F",144,"yes",0.0145473917701402,0.00123358786333143,0.0480909437768167,0.000476712196853649,0.537227412126439,0.000249261537596039,0.0114490419636564,7.34219329034584e-05
"sub-120",18,"M",144,"yes",1.35540474386096,0.0023995203068806,1.3179214094871,0.000176437853404869,1.32733680661867,0.00016171614071828,1.23677094911839,5.81011441543501e-05
"sub-121",20,"F",144,"yes",2.01549860723552,0.0437398486364354,0.479584033324735,6.38068040342947e-05,0.507650065814858,0.000181752171254817,0.425451116423958,0.00011078456058299
"sub-122",20,"F",143,"yes",0.00584233989522759,0.000600737246893217,0.00775201325149005,-0.000209132495417112,0.0171383054734516,0.000352570454101112,0.0053906724786907,0.000165936656239667
"sub-124",20,"M",143,"yes",0.121471130850057,0.00159444075491398,0.145002198275081,0.000304702463468207,0.124345161509714,0.000264484614270721,0.161901305625213,0.000167064749243035
