"participant_id","age","sex","trial_total","Include","computer_alpha","computer_epsilon","human_alpha","human_epsilon","outgroup_alpha","outgroup_epsilon","ingroup_alpha","ingroup_epsilon"
"sub-125",21,"F",142,"yes",0.895344839401488,0.000942902797251556,1.00665850726296,0.000371988798801209,0.949165036032808,0.000197003748344509,0.931751473360708,0.00022929789048143
"sub-126",20,"M",142,"yes",0.00448748195676283,0.00130878733181715,0.00305143800732583,0.000377720925279644,0.00368355529581344,8.53741786166004e-05,0.00368189418398321,0.000137095291301536
"sub-127",76,"F",143,"yes",3.0426427132038,0.000344946243859064,2.69782191120033,1.86367799777717e-05,2.22032444935816,0.000132146771665897,3.24401294595244,5.26029404648883e-05
"sub-128",63,"M",144,"yes",11.8840739351391,9.31400307577833e-05,14.794876018191,1.15991295961988e-05,9.92481173519155,0.00011560999484882,11.1962867566999,4.43293943530252e-05
"sub-129",68,"M",143,"yes",0.888216011106923,0.0011955852095052,0.861826906533441,7.59343403744897e-05,0.931099571377422,0.000184302012317296,0.69993642818738,4.54426640050599e-05
"sub-130",68,"F",143,"yes",0.00337155109329927,0.000652843550781202,0.00285106167731806,-0.000262045873700824,0.00409779693938813,0.000234931234548231,0.00296001410626739,0.000152547661486878
"sub-131",65,"M",140,"yes",0.00561469590529128,0.0009467546981302,0.0125891893744287,0.00040992897688453,0.0189805146447979,0.000108638039358511,0.0113412529575527,3.0534880299938e-05
"sub-132",73,"F",143,"yes",0.0070462251122521,0.00148941213029472,0.00291408146370724,0.000590049567157877,0.00382233414386193,0.000348490908042295,0.00321040080522323,7.44368314205223e-05
"sub-133",70,"M",142,"yes",0.00328397611893354,0.00146417165319294,0.00767775727420667,0.000320639779946679,0.00767841900174729,0.000398517300109892,0.00464605295373442,0.000267398776243072
"sub-134",65,"F",135,"yes",0.0100589056578914,0.00119077877169307,0.130654644894845,0.000117284362663097,0.116383420714883,0.000213231578840068,0.160246267069359,0.000106591154970672
"sub-135",69,"M",132,"yes",6.27968698327293,0.000185507936093635,7.47798822768285,1.62569118944994e-05,3.8387783009343,0.000120967404958848,10.9084875214124,4.99725781894223e-05
"sub-136",65,"F",144,"yes",0.337832293765698,0.00166875290640366,0.45430305659001,0.000638466212344943,0.192149288192173,9.29197012557358e-05,0.43743816785494,0.000191289417809635
"sub-137",72,"M",142,"yes",1.6217319382526,0.000653979054218036,1.53343433142607,5.42553291820501e-05,1.864066863382,0.000138358482496978,1.21556080961654,0.000128775812808241
"sub-138",68,"M",134,"yes",0.34258393268057,0.000620314963855581,0.26698726718104,0.000728692633755706,0.292677903086262,6.3225460518724e-05,0.0244707389943613,0.000121998546006143
"sub-140",68,"M",142,"yes",0.0190480827087378,0.000965491110706639,0.261777308184866,8.28844247092134e-05,0.220024130729193,0.000122890648030682,0.279541748351714,0.000129073661406258
"sub-141",76,"F",142,"yes",0.00251123166063444,0.0014796879395901,0.00336339530347836,-0.000280940547886985,0.004694799597651,0.000510565162179841,0.00364271552850689,9.12661750317571e-05
"sub-142",70,"F",143,"yes",0.0022724572464122,0.00141472329098272,0.0955976364197692,0.000870375205014415,0.00618281349508315,0.000146256139234426,0.10105195577715,0.000225510187695701
"sub-143",73,"F",144,"yes",0.203235732596065,0.00068560134099988,0.171797372084303,0.000473313456720356,0.251100037583819,0.000215315978411751,0.116583769938871,0.00020066577897154
"sub-144",72,"M",144,"yes",0.203073334572778,0.000681190510034791,0.179886936728393,0.000568368323641653,0.254401619138364,0.000292456396430619,0.107296255747619,7.34007884382509e-05
"sub-145",71,"M",142,"yes",2.00966737734698,0.000744399454277037,1.87741234026558,5.03771051964578e-05,1.89406196267383,0.000132697131103038,1.81606662845762,4.40850314777796e-05
"sub-147",65,"F",141,"yes",0.0197863713823064,0.000712868665478792,0.287319700601544,5.68426868261077e-05,0.264857215809481,0.000136472249689129,0.308759133520311,0.000105242391966136
"sub-149",66,"M",138,"yes",0.151066830313402,0.00133428812620215,0.212646805930739,0.000430644358101773,0.229367139592903,0.000390791586024972,0.147583242204618,3.50020668236263e-05
"sub-150",23,"F",143,"yes",0.331806204653645,0.0047726544414309,0.357851298519719,0.00093567454315382,0.423265977811263,0.000358713027870943,0.181422141177742,4.46525639351338e-05
"sub-151",65,"F",144,"yes",1.0221434682099,0.000240371009216526,1.16254383238495,4.3692528794833e-05,1.046577327949,0.000124236231246505,1.27440943804799,6.9064904270383e-05
"sub-152",66,"M",128,"yes",0.00463904469574994,0.00121413670537474,0.00361391441768524,0.000427640477920368,0.00533233708524127,0.000671712887386442,0.00333373252197372,9.94221626314523e-05
"sub-153",29,"M",143,"yes",0.712276739635378,0.000840223623117726,0.497686597618831,5.78334022063314e-05,0.516457889977467,0.00017941500762584,0.451380777564004,3.0214306987635e-05
"sub-154",67,"F",138,"yes",3.09020435400848,0.000189134640203586,4.34484151636377,2.43857078061959e-05,4.22826415063389,0.00010137841993372,3.86443706506021,4.62941788348862e-05
"sub-156",30,"F",144,"yes",0.00290688838031108,0.00154044838669935,0.00298517468036856,0.00040374415948859,0.00386819570812539,0.000156189373434565,0.00296925819191422,0.000457663711067504
"sub-155",30,"M",144,"yes",12.4548829673748,7.7065593991038e-05,11.6848087356897,1.73883300215759e-05,11.1542154713398,0.000111463830149215,11.5065980324673,4.81830744618139e-05
"sub-157",25,"M",142,"yes",0.276029237701072,0.000778363667300224,0.404913236937194,7.77434399008514e-05,0.372847086083,0.000139222876484846,0.418346998792286,8.92038336031007e-05
"sub-158",26,"M",143,"yes",1.9418046475193,0.000746768202101029,2.49812280415992,0.000168369217903311,2.67532187962525,0.000186428661931402,2.20024086855414,4.68900617389033e-05
"sub-159",24,"F",144,"yes",3.23188700743422,0.000761818269482331,2.96081032455645,0.000234766110550901,2.92863142188612,0.000333428519992513,2.30708731662865,4.16888938230209e-05
