"participant_id","age","sex","trial_total","Include","computer_alpha","computer_epsilon","human_alpha","human_epsilon","outgroup_alpha","outgroup_epsilon","ingroup_alpha","ingroup_epsilon"
"sub-106",20,"F",144,"yes",2.06160012369992,0.00089786953468541,1.7216802238123,0.000150751143234698,1.65734661437232,0.00053713481265097,1.83374891519486,0.000214025919975548
"sub-109",28,"F",126,"yes",0.0557809186718073,0.00381768643513336,0.162658213478492,0.000355031364629654,0.148748894129893,0.000606226091153497,0.162335396554383,0.000218930561688829
"sub-104",20,"M",144,"yes",0.0179459817713482,0.00442491105397105,0.0187137238705773,0.000586641517080413,0.0256155826299242,0.000605581165639579,0.0195695099971794,0.000214981225449085
"sub-110",20,"M",144,"yes",0.57698565106586,0.00238938434738158,0.65224005141299,0.000423475476985148,0.507048519164663,0.000584600287823823,0.751529843374356,0.000221287191845031
"sub-105",21,"F",143,"yes",0.628477136467695,0.0071982476928072,0.525074463199713,0.00136632207944723,0.393121061841988,0.000621962145453117,0.579193541504636,0.000218665846095804
"sub-108",21,"F",144,"yes",1.41734425278101,0.0138973498605884,0.748192490103627,0.000246262763945617,1.01873262026961,0.000595650327526466,0.473024519414811,0.000219560933778298
"sub-107",23,"M",142,"yes",1.95935263837903,0.00287861545216065,4.34136968490154,0.112663090869584,1.34966807167377,0.00058948922443052,0.719287972829094,0.000218897205618503
"sub-111",80,"M",143,"yes",0.89869409387136,0.0251835635453508,1.07643063766229,0.0233519637829142,0.369549173832669,0.00068729585738166,0.836826407319378,0.000231016483270372
"sub-112",23,"F",143,"yes",0.226168917273371,0.00251826526750863,0.444252296883795,0.000112428304168203,0.436625652229051,0.000512038398553193,0.451329258350157,0.00021379437660416
"sub-113",34,"F",144,"yes",6.63992400387468,0.0685005109541978,1.09596329040331,0.000158196841650514,0.978142372291751,0.000565753530510291,1.19747192694463,0.000211286064227086
"sub-115",21,"F",141,"yes",0.455275652606356,0.00402683633035183,0.203772928729445,0.000525418140285877,0.14108035550372,0.00058467644209282,0.413438954734281,0.000221579686419104
"sub-116",25,"F",143,"yes",1.91130160580938,0.00130394812759595,1.64312228693795,0.000101210355123761,1.68915772798273,0.000500236530208115,1.61477691502442,0.000208012058670872
"sub-117",20,"F",144,"yes",0.227024641960846,0.00411013171119855,0.216957129409304,0.00125274419700505,0.199364863594571,0.000617020441472009,0.20143700977176,0.000221173193268019
"sub-118",21,"F",144,"yes",0.0699531456641762,0.00570024127204634,0.252661032955246,0.0020777663484686,0.531358277122562,0.000637494009748258,0.0566267085566124,0.000222245065260964
"sub-120",18,"M",144,"yes",1.62881148402732,0.0165379928505403,1.32930281722956,0.000312648171601994,1.33067125544688,0.0006036982724113,1.28339053142696,0.000216826035232771
"sub-121",20,"F",144,"yes",1.9886546400036,0.0457505620127534,0.479553522124037,0.000298907251685295,0.510058517668551,0.000568970849966032,0.432899868601455,0.000220152801012568
"sub-122",20,"F",143,"yes",0.0281618481971485,0.00445924605110307,0.0476455624268864,0.000624172970874064,0.144563376988475,0.000602772351832149,0.0465358259427486,0.000219492066302913
"sub-124",20,"M",143,"yes",0.105169266617808,0.00317409887227951,0.145911162081585,0.000260386814027862,0.117374542291456,0.000577422000530332,0.167715958195375,0.000224034479191254
"sub-125",21,"F",142,"yes",0.97274188239487,0.00417328977307353,1.09742714932014,0.00102627140127859,0.999465673106726,0.000601338846629175,0.96500410605001,0.000221133901635921
"sub-126",20,"M",142,"yes",0.0254684816084089,0.00458780654353618,0.0148788756245946,0.00057959733678507,0.0168914679906248,0.000587376186036688,0.0201910167495003,0.000220242685498261
"sub-127",76,"F",143,"yes",3.24597851897704,0.00166010798565078,2.73619295793264,9.72089987540074e-05,2.23854388527784,0.000520183326452796,3.20390721765827,0.000223485109534213
"sub-128",63,"M",144,"yes",12.9272555893977,0.000423270178939379,14.6901579534632,6.8657917574591e-05,10.6009857889111,0.000509245361982456,12.2435862769747,0.000195526937301154
"sub-129",68,"M",143,"yes",0.985237244719164,0.00527793816557773,0.870908230368827,0.000203929941186532,0.946795916888711,0.000571145782551892,0.731244849782895,0.000211914096386052
"sub-130",68,"F",143,"yes",0.0141251041136506,0.00483870289780208,0.0142669540219209,0.000614351470342446,0.0192988027043216,0.000604654526385956,0.0147218337846068,0.000219527251803455
"sub-131",65,"M",140,"yes",0.0288700351961612,0.00501084900701419,0.0737821560016669,0.000878888029336406,0.0962413248960687,0.000610491050836032,0.0789802723270876,0.000221256935240336
"sub-132",73,"F",143,"yes",0.0440345761413237,0.00539141374579077,0.0141303311908367,0.00061382734102933,0.0178978875298219,0.000595868059156669,0.0157632938355909,0.000222166102594848
"sub-133",70,"M",142,"yes",0.0153232254158936,0.00458590220542996,0.0599096685126512,0.00149968595776504,0.0512908969370401,0.000600469360682311,0.0344435728600748,0.000219776115111341
"sub-134",65,"F",135,"yes",0.0547434146789246,0.00432042597111708,0.132950191650396,0.00051052346577971,0.105536043882075,0.000588671622581729,0.150095793295173,0.000217267447522754
"sub-135",69,"M",132,"yes",6.99103172003654,0.000820521816830166,8.38062464636501,8.62411627086504e-05,4.49894179255406,0.000489788787538744,11.8758718061257,0.000198970739435151
"sub-136",65,"F",144,"yes",0.36103783648359,0.0070599537757176,0.445866773852763,0.0138688234150771,0.172941890868462,0.000606205939354091,0.440923343475098,0.00022623779918246
"sub-137",72,"M",142,"yes",1.72136677355613,0.00243398189738137,1.52994977336965,0.00028540790188483,1.85922920075472,0.00054825259743078,1.23015315780685,0.000221459254325512
"sub-138",68,"M",134,"yes",0.327819386108138,0.00223946847865886,0.298707229674752,0.00238830571678715,0.269318509180897,0.000617076673592662,0.190392686332872,0.000214115176497867
"sub-140",68,"M",142,"yes",0.166718969627987,0.0044319068626199,0.264251697970624,0.000653264564026564,0.198036782079182,0.000587849995244987,0.267739667534334,0.000221428702537044
"sub-141",76,"F",142,"yes",0.0126444733370247,0.00482227068520678,0.0166484547234583,0.000644925158073234,0.0203723982255044,0.000599423727626358,0.0196849215497567,0.000219435541653045
"sub-142",70,"F",143,"yes",0.0118402807178552,0.00449785835181613,0.0860196483787602,0.00214544008129286,0.0393382433063166,0.000594633998966767,0.0847719639859021,0.00022109071841736
"sub-143",73,"F",144,"yes",0.196484702060315,0.00271682193748596,0.170945945934816,0.000397892915348561,0.247023281766627,0.000593610471987252,0.0950760174904356,0.000221291376830774
"sub-144",72,"M",144,"yes",0.197774002815464,0.00276178409659821,0.170826168769125,0.000412052639778483,0.248064105186992,0.000601427395991726,0.0967255962621896,0.0002204816622439
"sub-145",71,"M",142,"yes",2.02479619186602,0.0027814213097061,1.89991747415839,0.000204977564972665,1.86542404346735,0.000553575784366414,1.84860117804615,0.000214437988019653
"sub-147",65,"F",141,"yes",0.165770203591769,0.00430992339229561,0.282842731393192,0.000412204685768611,0.259079597258286,0.000569123108849024,0.281863477574057,0.000221383381277819
"sub-149",66,"M",138,"yes",0.148566807611065,0.00501545334924493,0.216945862566878,0.00245744661732079,0.225188649453439,0.000626939943093508,0.132717575468052,0.000219834406103153
"sub-150",23,"F",143,"yes",0.412006698373431,0.0245898366659285,0.407723478269089,0.00746812440739475,0.430033172195694,0.00069762435966469,0.157733807168817,0.000219731274946423
"sub-151",65,"F",144,"yes",1.05045556503101,0.00115477946726018,1.19564204343895,0.000182032201988226,1.08413691200384,0.000524599646977628,1.29449847311249,0.000216271699073516
"sub-152",66,"M",128,"yes",0.0241328958250331,0.00446609698665952,0.0180373770216404,0.000590270555698507,0.0272044860548599,0.000588543105205565,0.0184931386783882,0.000220642972713403
"sub-153",29,"M",143,"yes",0.738121356619852,0.0054164905452092,0.498945107093892,0.000131600107076049,0.529304938868527,0.000513533738424348,0.455797748108513,0.000221800189819384
"sub-154",67,"F",138,"yes",3.27786295735465,0.000881072794782473,4.77173289632753,0.0001242527298783,4.41880853724014,0.000424854437118754,4.46318328526683,0.000211800937723512
"sub-156",30,"F",144,"yes",0.0153484024321827,0.0046781958682508,0.0141073072379426,0.000643189748975238,0.0185610357378119,0.000595439931929414,0.014903858073483,0.000222487144194121
"sub-155",30,"M",144,"yes",12.9091874431262,0.000381603971346554,12.5379776437594,8.53809489769024e-05,11.9618339582441,0.000467508171543775,12.2667186157959,0.000195404346039251
"sub-157",25,"M",142,"yes",0.271016465882465,0.00245232046687809,0.407030613949242,0.0002348435975192,0.371374756134055,0.000562146923595615,0.421955068715078,0.000218064517021171
"sub-158",26,"M",143,"yes",2.2728555163504,0.00465475443848397,2.63904397139507,0.000991545928995909,2.71114226610769,0.000658912170570132,2.21897185452044,0.000223044234212889
"sub-159",24,"F",144,"yes",3.48297305947,0.00506906822793603,3.37564052501308,0.00307735554629486,3.16810818770436,0.000967576402759173,2.48899458769536,0.000222187625216189
