"participant_id","age","sex","trial_total","Include","computer_alpha","computer_epsilon","human_alpha","human_epsilon","outgroup_alpha","outgroup_epsilon","ingroup_alpha","ingroup_epsilon"
"sub-106",20,"F",144,"yes",0.980225025265808,0.000158669607249611,0.991792830833866,3.80868398332597e-05,0.978815668112285,0.000159423477367714,0.981166768207601,0.000190188771676515
"sub-109",28,"F",126,"yes",0.0588751369534295,0.000167924656139899,0.113145185957905,4.11240065662165e-05,0.0637063487849146,0.000164260153064587,0.158619413835976,0.000202402228353849
"sub-104",20,"M",144,"yes",0.016922697622951,0.000164889671135612,0.00821477585719228,4.14056610638022e-05,0.0194889722811065,0.000165961605438648,0.0159754985276895,0.000199327181427918
"sub-110",20,"M",144,"yes",0.568479424747812,0.000165043918510901,0.630479433205305,4.07462146352952e-05,0.517886292222423,0.00016365296670264,0.788287193019037,0.000198004225204653
"sub-105",21,"F",143,"yes",0.54851686315289,0.00016703792484574,0.489492309192676,4.18190754283694e-05,0.410355515281226,0.000169611507584196,0.595255588150409,0.00019870179593396
"sub-108",21,"F",144,"yes",0.931949753047215,0.000164902846873224,0.745039120117847,3.98671725774569e-05,0.946700111326662,0.000164863063276536,0.493354884347567,0.000198271665254612
"sub-107",23,"M",142,"yes",0.970594608218245,0.000160941998069759,0.94114413185204,4.10659487914982e-05,0.961534306719448,0.000160165180596887,0.745416469050056,0.00020031158344621
"sub-111",80,"M",143,"yes",0.568389703313727,0.000166310766971121,0.55852360447974,4.23397848588951e-05,0.370023908979406,0.000169007656048149,0.834943769222863,0.000202928580215982
"sub-112",23,"F",143,"yes",0.203244055305619,0.000164629674261628,0.435560557680793,4.00710802929706e-05,0.416335352964359,0.000166680396011893,0.455567994659431,0.000200388682058895
"sub-113",34,"F",144,"yes",0.974035323141787,0.000166176296164804,0.973140068749868,3.89145099710488e-05,0.946494705422491,0.00016490764343064,0.949033074666692,0.00019003344614975
"sub-115",21,"F",141,"yes",0.554768032940836,0.000167232325397299,0.345184645036165,4.08682970546051e-05,0.223703988115468,0.000165642337479905,0.540970571219646,0.000198517945163585
"sub-116",25,"F",143,"yes",0.982093613547809,0.000156335893694563,0.989468039028588,3.8840667618063e-05,0.976142995856089,0.000160430601788041,0.973863096797674,0.000193072620074901
"sub-117",20,"F",144,"yes",0.210734579459048,0.000166199677831897,0.182849159271959,4.12797509350126e-05,0.152534362888608,0.000167120230114671,0.19524961925718,0.000198251039869087
"sub-118",21,"F",144,"yes",0.0766615127940935,0.000164611295460396,0.212621902601926,4.09670813377977e-05,0.576409800390902,0.00016898995070394,0.0803541551501283,0.000199216078278803
"sub-120",18,"M",144,"yes",0.95611644711763,0.000161451580236006,0.984965335490062,3.89135903855109e-05,0.968120141882633,0.000164311535135414,0.966708806634514,0.000194697716820779
"sub-121",20,"F",144,"yes",0.83760896473097,0.000173237555740292,0.497155457123875,4.03225563720763e-05,0.551124849928369,0.000167475481869567,0.462791923092768,0.000202313365806445
"sub-122",20,"F",143,"yes",0.0302938165224528,0.000166925055035,0.0428676852560518,4.06405395086926e-05,0.140902169768693,0.000165499059590962,0.0238313237094409,0.00019771176451168
"sub-124",20,"M",143,"yes",0.0478473169006316,0.000164268693798183,0.0811397450488094,4.12503704217277e-05,0.0696013492025041,0.000165402804503069,0.0929120421807495,0.000200967143138381
"sub-125",21,"F",142,"yes",0.863319114594269,0.000162169043039655,0.93456698611768,4.03859241596548e-05,0.906447648618415,0.000164229723524084,0.889071330179831,0.000196822250774687
"sub-126",20,"M",142,"yes",0.0197429636780651,0.000167198616280669,0.00700203753833527,4.0094238799956e-05,0.0130378464277611,0.000164049303333977,0.0182257590582126,0.000202690661140249
"sub-127",76,"F",143,"yes",0.982856299271584,0.000157599855470418,0.991244238000242,3.85978511617394e-05,0.98046507267683,0.000159611277532483,0.976822576156795,0.000189212456978988
"sub-128",63,"M",144,"yes",0.927053049457224,0.000161520822688434,0.938161090562581,4.01148059156898e-05,0.898303916213288,0.000163440492450058,0.858992926585416,0.000196673554798725
"sub-129",68,"M",143,"yes",0.883351367674353,0.000165038697547101,0.9014859645633,4.03928699957413e-05,0.915820491714754,0.00016320111284736,0.845754577307454,0.00019798341507923
"sub-130",68,"F",143,"yes",0.013346643496305,0.000165834342545742,0.00672868019363101,4.09636932019626e-05,0.0161207526909858,0.000166183284707399,0.0129739233574288,0.000199027533837327
"sub-131",65,"M",140,"yes",0.0304756343706042,0.000163152179318049,0.0710846199393892,4.06692785967839e-05,0.118581239432363,0.000168086211178165,0.103950148986382,0.00019971598771365
"sub-132",73,"F",143,"yes",0.0244339524032455,0.00016732248848642,0.00592689835710531,4.05396911246147e-05,0.0133248706616398,0.000163420194002266,0.0133771130004419,0.000196759190386336
"sub-133",70,"M",142,"yes",0.0126666998048974,0.000169405345370454,0.0131467225113486,4.02619637179561e-05,0.0310973626867071,0.000163951382398609,0.0192392731438337,0.000196868971721173
"sub-134",65,"F",135,"yes",0.0640095522859956,0.000163088061879599,0.0588865218691364,4.08733109420194e-05,0.070610159498725,0.000167732674553601,0.0587275604199119,0.00020092614714521
"sub-135",69,"M",132,"yes",0.952562604631671,0.000162141739340467,0.953398507404922,4.05119533597405e-05,0.899064768623937,0.000164651640132011,0.888350592647712,0.000195289436747459
"sub-136",65,"F",144,"yes",0.327882588843003,0.000164074618162204,0.314395882003744,4.26267520952959e-05,0.175765364658273,0.00016708486211488,0.45471234610136,0.00020287864639754
"sub-137",72,"M",142,"yes",0.981529912525816,0.000158961237135532,0.987456630310845,3.8892138707901e-05,0.978207979666301,0.00016001331808331,0.959085875218786,0.000194070717937431
"sub-138",68,"M",134,"yes",0.380900273427303,0.000162541597738092,0.261520286086174,4.08203406471244e-05,0.293188541043819,0.000168578716421598,0.246572413189068,0.000198787649042006
"sub-140",68,"M",142,"yes",0.193872100211769,0.000164582853954596,0.263244796737058,4.07020303185313e-05,0.239378819585011,0.000166008901292714,0.285611594509839,0.000201431252241737
