"participant_id","age","sex","trial_total","Include","computer_alpha","computer_epsilon","human_alpha","human_epsilon","outgroup_alpha","outgroup_epsilon","ingroup_alpha","ingroup_epsilon"
"sub-141",76,"F",142,"yes",0.0121633679864124,0.000163397919169893,0.0072227047462764,4.06368292666338e-05,0.0156855001766746,0.000165782918223509,0.0159718978101003,0.000198541723970337
"sub-142",70,"F",143,"yes",0.00939259300496021,0.000166129205640758,0.0164844480024762,4.12805969596976e-05,0.0213120048706551,0.000166390842553673,0.0377331610622374,0.000197457029493157
"sub-143",73,"F",144,"yes",0.125454776491974,0.000165730112229313,0.140330026782682,4.06309656610263e-05,0.217053554481699,0.000165337715868366,0.0664733201385365,0.000199832502763549
"sub-144",72,"M",144,"yes",0.124921216605974,0.000165380902841007,0.139433082463811,4.0647139029726e-05,0.218533001728689,0.000166181145083185,0.0685039944184749,0.00020595019268449
"sub-145",71,"M",142,"yes",0.979652809968805,0.000160877903467648,0.991232639058285,3.87925650761509e-05,0.979604367810371,0.00015764379126658,0.976964278614993,0.000190985001565703
"sub-147",65,"F",141,"yes",0.205832057304664,0.000166185297503084,0.282712036518496,4.16892807709579e-05,0.224526492505179,0.000163832116405221,0.31572387088076,0.000199834185145774
"sub-149",66,"M",138,"yes",0.0513687009861234,0.000166920654309288,0.134220386041434,4.09212904715138e-05,0.206224311450078,0.000165509135591448,0.050469560252119,0.000203198431842541
"sub-150",23,"F",143,"yes",0.305412219990898,0.000164549962716169,0.330320246837463,4.12961227892972e-05,0.44917073458195,0.00017242911162544,0.186401604480969,0.000201772312692461
"sub-151",65,"F",144,"yes",0.958547071405198,0.000158035388904229,0.984093436804013,3.94046348998065e-05,0.955788185662303,0.000160330888813195,0.972362775906127,0.000192639128272028
"sub-152",66,"M",128,"yes",0.0229997210150735,0.000166009309390126,0.010177695069803,4.00834346637376e-05,0.0226979698956253,0.000167756452365024,0.0200441138071628,0.00020165794460091
"sub-153",29,"M",143,"yes",0.790511808704139,0.000167459487177321,0.504343379895133,4.07401163444252e-05,0.542755351582584,0.000164478480095801,0.471854299736551,0.000202867636190122
"sub-154",67,"F",138,"yes",0.976958549362285,0.000159452698373071,0.98348396537626,3.95235057856845e-05,0.972210382868597,0.000159711275893657,0.921108987514239,0.000197211462860386
"sub-156",30,"F",144,"yes",0.0154966042857829,0.000167200913023206,0.00576459707960922,4.10105828857828e-05,0.0137380363277259,0.000165434975028744,0.0112172650796922,0.000200156193748794
"sub-155",30,"M",144,"yes",0.944102141703413,0.000160580071590489,0.865308426344009,4.02888091154486e-05,0.840678256348846,0.000165384795676432,0.809521082884142,0.00019624168935522
"sub-157",25,"M",142,"yes",0.278851297642812,0.000164043458305997,0.406103549902074,4.05647851738609e-05,0.374714525767066,0.000166247348507176,0.434418878050141,0.000197484040741223
"sub-158",26,"M",143,"yes",0.974353151843528,0.000159605134928696,0.989968127332186,3.92660872258119e-05,0.977670150518663,0.000159194792428112,0.975897386281135,0.000190678883035161
"sub-159",24,"F",144,"yes",0.980582813009627,0.000160728604699854,0.987117257482267,3.97454847275281e-05,0.977458922300093,0.000164082225341388,0.957384976736226,0.000196902030033308
