"participant_id","age","sex","trial_total","Include","computer_alpha","computer_epsilon","human_alpha","human_epsilon","outgroup_alpha","outgroup_epsilon","ingroup_alpha","ingroup_epsilon"
"sub-138",68,"M",134,"yes",0.348905825712997,0.00112048328899139,0.282477607745678,0.000334146420514846,0.303171684001714,8.42289400406047e-05,0.0239667274778935,0.000193743211164865
"sub-140",68,"M",142,"yes",0.0215817151759604,0.00160707853038593,0.258111374572795,0.000575613626745385,0.203102665714423,0.000211978496916943,0.27047094278169,5.64841716517028e-05
"sub-141",76,"F",142,"yes",0.00258930263723737,0.00125867340930197,0.00326766132242689,-0.000244786561936956,0.00431657745440302,0.000389591150278228,0.00401448291229217,0.000129981841155784
"sub-142",70,"F",143,"yes",0.00223267225262128,0.00123113379360418,0.0953584299707319,0.00103889993284053,0.00615464203144067,0.000265848070543835,0.102113063161403,0.000203502454646225
"sub-143",73,"F",144,"yes",0.199755782831984,0.00141263419322077,0.185153334282238,-1.5841908293108e-05,0.253335966206402,0.000292361861508562,0.11504758426814,0.000142513112958158
"sub-144",72,"M",144,"yes",0.208965039224532,0.000709264060421098,0.175685497172046,0.00037474323487884,0.261936110255703,0.000162209736073959,0.117454598262462,0.00014594488902722
"sub-145",71,"M",142,"yes",1.89241665127492,0.000462973296924937,1.84603106228915,4.19121771552141e-05,1.82307525284768,0.00014671497450873,1.78983976737485,3.87997860043292e-05
"sub-147",65,"F",141,"yes",0.0194619080164516,0.00059144893723959,0.276333981597595,0.000582398770581885,0.267682750503231,0.000173829263087979,0.309439126566114,0.000291722982983005
"sub-149",66,"M",138,"yes",0.158537693149965,0.00132924882175519,0.216885848906568,0.000235980333959742,0.228846314206224,0.000192507121101004,0.142367462163406,4.27715919054209e-05
"sub-150",23,"F",143,"yes",0.334326002242057,0.00407307328296507,0.369228614518235,0.000800724991667699,0.429107042468098,0.000114949813347101,0.198021798431197,8.28854466337561e-05
"sub-151",65,"F",144,"yes",1.02602207056812,0.000294245753143629,1.17297316711899,4.84468054567527e-05,1.0666750041753,0.000163473539170769,1.29272925179881,5.29414601796566e-05
"sub-152",66,"M",128,"yes",0.00435482558608583,0.000810458774398923,0.00326812157632795,-1.80690103786625e-05,0.0057929589894026,8.51950473642828e-05,0.00368256637572302,4.31274561419708e-05
"sub-153",29,"M",143,"yes",0.708693460673317,0.000913346449013147,0.499319922524139,2.95458209898349e-05,0.524042695073944,0.000137456294192752,0.453613513425008,5.48334701184495e-05
"sub-154",67,"F",138,"yes",2.95542029807302,0.000182944726889804,4.41897658145498,2.34026747434156e-05,4.2322514409262,0.000100932224524005,3.96018491166864,4.39177129904434e-05
"sub-156",30,"F",144,"yes",0.00298977258697388,0.000850497659955579,0.00266853611468043,0.00043981478664664,0.00413954598245492,0.000242308190359235,0.00268735709868106,0.000141327841650166
"sub-155",30,"M",144,"yes",11.7630002120835,7.63924227723949e-05,11.3399403345082,1.69902454843215e-05,10.9649558188814,0.000118056906853686,11.1025300873507,4.34430271125259e-05
"sub-157",25,"M",142,"yes",0.274309633506096,0.000318527510725187,0.406521116975723,0.000124157980447502,0.366666802598721,0.000149555322948793,0.425820974188021,6.48977056686468e-05
"sub-158",26,"M",143,"yes",1.94480735621135,0.000949760620948646,2.4754216458016,0.000148456427450192,2.64755413581761,0.000184126279406525,2.16149056715719,7.7029152388633e-05
"sub-159",24,"F",144,"yes",3.09209934830493,0.00069205674159555,2.86226106157259,0.000217433062617138,2.95992507744102,0.000343008776366369,2.28488045147478,6.18830527406257e-05
