"subjID","computer_rej_rate","ingroup_rej_rate","outgroup_rej_rate"
"sub-106","0.583333333333333","0.5625","0.5625"
"sub-109","0.073170731707317","0.142857142857143","0.0697674418604651"
"sub-104","0","0","0"
"sub-110","0.333333333333333","0.395833333333333","0.333333333333333"
"sub-105","0.340425531914894","0.333333333333333","0.25"
"sub-108","0.458333333333333","0.3125","0.4375"
"sub-107","0.604166666666667","0.382978723404255","0.51063829787234"
"sub-111","0.3125","0.416666666666667","0.276595744680851"
"sub-112","0.127659574468085","0.25","0.208333333333333"
"sub-113","0.541666666666667","0.479166666666667","0.458333333333333"
"sub-115","0.41304347826087","0.468085106382979","0.354166666666667"
"sub-116","0.5625","0.541666666666667","0.531914893617021"
"sub-117","0.166666666666667","0.166666666666667","0.125"
"sub-118","0.208333333333333","0.229166666666667","0.333333333333333"
"sub-120","0.5","0.520833333333333","0.5"
"sub-121","0.4375","0.3125","0.333333333333333"
"sub-122","0.0833333333333334","0.0625","0.106382978723404"
"sub-124","0.0851063829787234","0.0833333333333334","0.0833333333333334"
"sub-125","0.4375","0.468085106382979","0.468085106382979"
"sub-126","0","0","0"
"sub-127","0.638297872340426","0.708333333333333","0.604166666666667"
"sub-128","0.9375","0.895833333333333","0.916666666666667"
"sub-129","0.446808510638298","0.416666666666667","0.4375"
"sub-130","0.0212765957446809","0","0"
"sub-131","0.0869565217391305","0.127659574468085","0.212765957446808"
"sub-132","0.0212765957446809","0","0"
"sub-133","0","0.0416666666666666","0.0217391304347826"
"sub-134","0.0652173913043478","0.0666666666666667","0.0909090909090909"
"sub-135","0.829268292682927","0.888888888888889","0.782608695652174"
"sub-136","0.229166666666667","0.270833333333333","0.145833333333333"
"sub-137","0.541666666666667","0.5","0.5625"
"sub-138","0.302325581395349","0.227272727272727","0.191489361702128"
"sub-140","0.191489361702128","0.208333333333333","0.25531914893617"
"sub-141","0.0217391304347826","0","0"
"sub-142","0","0.0625","0.0416666666666666"
"sub-143","0.104166666666667","0.0833333333333334","0.125"
"sub-144","0.104166666666667","0.0833333333333334","0.125"
"sub-145","0.553191489361702","0.574468085106383","0.5625"
"sub-147","0.1875","0.208333333333333","0.133333333333333"
"sub-149","0.0638297872340425","0.0425531914893617","0.159090909090909"
"sub-150","0.208333333333333","0.148936170212766","0.291666666666667"
"sub-151","0.479166666666667","0.520833333333333","0.479166666666667"
"sub-152","0.0222222222222223","0","0"
"sub-153","0.404255319148936","0.291666666666667","0.291666666666667"
"sub-154","0.702127659574468","0.790697674418605","0.791666666666667"
"sub-156","0","0","0"
"sub-155","0.854166666666667","0.958333333333333","0.979166666666667"
"sub-157","0.208333333333333","0.234042553191489","0.212765957446808"
"sub-158","0.583333333333333","0.604166666666667","0.638297872340426"
"sub-159","0.645833333333333","0.666666666666667","0.708333333333333"
