template_id	ev_1	ev_2	correlation
submitted_dmn_age	younger	older	-1
submitted_dmn_age	younger	ismale	-0.141290349857883
submitted_dmn_age	younger	tsnr	0.401057022991653
submitted_dmn_age	younger	fd_mean	-0.672402960163663
submitted_dmn_age	younger	RT	0.418647693882796
submitted_dmn_age	older	ismale	0.141290349857883
submitted_dmn_age	older	tsnr	-0.401057022991653
submitted_dmn_age	older	fd_mean	0.672402960163663
submitted_dmn_age	older	RT	-0.418647693882796
submitted_dmn_age	ismale	tsnr	-0.306506183244086
submitted_dmn_age	ismale	fd_mean	0.265205306871689
submitted_dmn_age	ismale	RT	-0.384207387525652
submitted_dmn_age	tsnr	fd_mean	-0.795752063057991
submitted_dmn_age	tsnr	RT	0.30046255214332
submitted_dmn_age	fd_mean	RT	-0.336896928530461
submitted_ecn_sensitivity	ismale	tsnr	-0.306506183234834
submitted_ecn_sensitivity	ismale	fd_mean	0.265205306837035
submitted_ecn_sensitivity	ismale	RT	-0.384207387525652
submitted_ecn_sensitivity	ismale	young	-0.141290349857883
submitted_ecn_sensitivity	ismale	old	0.141290349857883
submitted_ecn_sensitivity	ismale	Y_InOut	0.301273431649512
submitted_ecn_sensitivity	ismale	O_InOut	0.144761823326319
submitted_ecn_sensitivity	tsnr	fd_mean	-0.795752063056546
submitted_ecn_sensitivity	tsnr	RT	0.300462552156058
submitted_ecn_sensitivity	tsnr	young	0.401057022989567
submitted_ecn_sensitivity	tsnr	old	-0.401057022989568
submitted_ecn_sensitivity	tsnr	Y_InOut	0.0668912404490119
submitted_ecn_sensitivity	tsnr	O_InOut	0.00490352525115189
submitted_ecn_sensitivity	fd_mean	RT	-0.336896928478166
submitted_ecn_sensitivity	fd_mean	young	-0.672402960180639
submitted_ecn_sensitivity	fd_mean	old	0.672402960180639
submitted_ecn_sensitivity	fd_mean	Y_InOut	-0.00668002924130624
submitted_ecn_sensitivity	fd_mean	O_InOut	0.011820097809377
submitted_ecn_sensitivity	RT	young	0.418647693882796
submitted_ecn_sensitivity	RT	old	-0.418647693882796
submitted_ecn_sensitivity	RT	Y_InOut	-0.00899048956006433
submitted_ecn_sensitivity	RT	O_InOut	-0.169354831075457
submitted_ecn_sensitivity	young	old	-1
submitted_ecn_sensitivity	young	Y_InOut	-0.0436696780975046
submitted_ecn_sensitivity	young	O_InOut	-0.0398274991529931
submitted_ecn_sensitivity	old	Y_InOut	0.0436696780975046
submitted_ecn_sensitivity	old	O_InOut	0.0398274991529931
submitted_ecn_sensitivity	Y_InOut	O_InOut	0.00173925406743984
