participant	age_group	run	onset	duration	partner	missed	response_time_raw	response_selection_time	offer	block
sub-110	younger	02	54.110800	3.511470	computer	0	1.031440	0.031440	2	block_computer_unfair
sub-110	younger	02	58.379600	3.506930	computer	0	1.032580	0.032580	2	block_computer_unfair
sub-110	younger	02	62.656800	3.510790	computer	0	1.025610	0.025610	4	block_computer_unfair
sub-110	younger	02	66.938400	3.508940	computer	0	1.030880	0.030880	2	block_computer_unfair
sub-110	younger	02	71.203900	3.522490	computer	0	1.018790	0.018790	8	block_computer_unfair
sub-110	younger	02	75.483500	3.524960	computer	0	1.026070	0.026070	1	block_computer_unfair
sub-110	younger	02	89.030500	3.525990	ingroup	0	1.023780	0.023780	10	block_ingroup_unfair
sub-110	younger	02	93.326100	3.510780	ingroup	0	1.031510	0.031510	5	block_ingroup_unfair
sub-110	younger	02	97.592800	3.508770	ingroup	0	1.018270	0.018270	3	block_ingroup_unfair
sub-110	younger	02	101.860000	3.522200	ingroup	0	1.020750	0.020750	4	block_ingroup_unfair
sub-110	younger	02	106.154000	3.523530	ingroup	0	1.180800	0.180800	3	block_ingroup_unfair
sub-110	younger	02	110.435000	3.524470	ingroup	0	1.020310	0.020310	1	block_ingroup_unfair
sub-110	younger	02	114.730000	3.509700	ingroup	0	1.028140	0.028140	1	block_ingroup_unfair
sub-110	younger	02	119.011000	3.501920	ingroup	0	1.017190	0.017190	4	block_ingroup_unfair
sub-110	younger	02	134.519000	3.524730	computer	0	1.022920	0.022920	3	block_computer_unfair
sub-110	younger	02	138.814000	3.509810	computer	0	1.030940	0.030940	8	block_computer_unfair
sub-110	younger	02	143.094000	3.524980	computer	0	1.020650	0.020650	4	block_computer_unfair
sub-110	younger	02	147.390000	3.511870	computer	0	1.029080	0.029080	5	block_computer_unfair
sub-110	younger	02	151.657000	3.508220	computer	0	1.032090	0.032090	1	block_computer_unfair
sub-110	younger	02	155.922000	3.524640	computer	0	1.020440	0.020440	1	block_computer_unfair
sub-110	younger	02	160.202000	3.509540	computer	0	1.027220	0.027220	4	block_computer_unfair
sub-110	younger	02	164.483000	3.524200	computer	0	1.033270	0.033270	1	block_computer_unfair
sub-110	younger	02	178.015000	3.507820	outgroup	0	1.045420	0.045420	2	block_outgroup_unfair
sub-110	younger	02	182.295000	3.526260	outgroup	0	1.019010	0.019010	4	block_outgroup_unfair
sub-110	younger	02	186.589000	3.512140	outgroup	0	1.028970	0.028970	3	block_outgroup_unfair
sub-110	younger	02	190.871000	3.509390	outgroup	0	1.033640	0.033640	2	block_outgroup_unfair
sub-110	younger	02	195.138000	3.523830	outgroup	0	1.019940	0.019940	2	block_outgroup_unfair
sub-110	younger	02	199.433000	3.508160	outgroup	0	1.027910	0.027910	10	block_outgroup_unfair
sub-110	younger	02	203.699000	3.509430	outgroup	0	1.033050	0.033050	6	block_outgroup_unfair
sub-110	younger	02	207.978000	3.525630	outgroup	0	1.024180	0.024180	2	block_outgroup_unfair
sub-110	younger	02	221.510000	3.511310	computer	0	1.019930	0.019930	10	block_computer_fair
sub-110	younger	02	225.789000	3.511430	computer	0	1.027260	0.027260	8	block_computer_fair
sub-110	younger	02	230.070000	3.510810	computer	0	1.033140	0.033140	9	block_computer_fair
sub-110	younger	02	234.336000	3.525360	computer	0	1.020640	0.020640	1	block_computer_fair
sub-110	younger	02	238.633000	3.509420	computer	0	1.027170	0.027170	6	block_computer_fair
sub-110	younger	02	242.913000	3.509940	computer	0	1.017330	0.017330	7	block_computer_fair
sub-110	younger	02	247.179000	3.522740	computer	0	1.021530	0.021530	9	block_computer_fair
sub-110	younger	02	251.459000	3.508910	computer	0	1.028910	0.028910	8	block_computer_fair
sub-110	younger	02	262.976000	3.518500	ingroup	0	1.021440	0.021440	10	block_ingroup_fair
sub-110	younger	02	267.266000	3.523470	ingroup	0	1.018220	0.018220	10	block_ingroup_fair
sub-110	younger	02	271.560000	3.509410	ingroup	0	1.027230	0.027230	6	block_ingroup_fair
sub-110	younger	02	275.825000	3.510030	ingroup	0	1.032770	0.032770	10	block_ingroup_fair
sub-110	younger	02	280.091000	3.523080	ingroup	0	1.020730	0.020730	8	block_ingroup_fair
sub-110	younger	02	284.356000	3.508790	ingroup	0	1.025160	0.025160	3	block_ingroup_fair
sub-110	younger	02	288.635000	3.502700	ingroup	0	1.032650	0.032650	8	block_ingroup_fair
sub-110	younger	02	292.900000	3.527370	ingroup	0	1.022030	0.022030	7	block_ingroup_fair
sub-110	younger	02	308.438000	3.511160	ingroup	0	1.029880	0.029880	1	block_ingroup_unfair
sub-110	younger	02	312.719000	3.510920	ingroup	0	1.019210	0.019210	1	block_ingroup_unfair
sub-110	younger	02	317.000000	3.525000	ingroup	0	1.024830	0.024830	1	block_ingroup_unfair
sub-110	younger	02	321.282000	3.508370	ingroup	0	1.029430	0.029430	2	block_ingroup_unfair
sub-110	younger	02	325.561000	3.510360	ingroup	0	1.021000	0.021000	1	block_ingroup_unfair
sub-110	younger	02	329.843000	3.524090	ingroup	0	1.025340	0.025340	9	block_ingroup_unfair
sub-110	younger	02	334.123000	3.509840	ingroup	0	1.032700	0.032700	4	block_ingroup_unfair
sub-110	younger	02	338.403000	3.512870	ingroup	0	1.022700	0.022700	6	block_ingroup_unfair
sub-110	younger	02	353.927000	3.525510	computer	0	1.028680	0.028680	9	block_computer_fair
sub-110	younger	02	358.221000	3.511450	computer	0	1.021100	0.021100	7	block_computer_fair
sub-110	younger	02	362.488000	3.525480	computer	0	1.024400	0.024400	2	block_computer_fair
sub-110	younger	02	366.783000	3.512010	computer	0	1.032750	0.032750	8	block_computer_fair
sub-110	younger	02	371.063000	3.526700	computer	0	1.022830	0.022830	9	block_computer_fair
sub-110	younger	02	375.348000	3.507000	computer	0	1.075280	0.075280	6	block_computer_fair
sub-110	younger	02	379.626000	3.508500	computer	0	1.033330	0.033330	8	block_computer_fair
sub-110	younger	02	383.891000	3.524700	computer	0	1.022080	0.022080	9	block_computer_fair
sub-111	older	01	4.014740	3.530600	ingroup	0	2.647550	1.647550	1	block_ingroup_fair
sub-111	older	01	8.310370	3.516630	ingroup	0	2.788990	1.788990	7	block_ingroup_fair
sub-111	older	01	12.583900	3.521570	ingroup	0	2.668910	1.668910	6	block_ingroup_fair
sub-111	older	01	16.871800	3.522510	ingroup	0	2.167510	1.167510	7	block_ingroup_fair
sub-111	older	01	21.165800	3.528910	ingroup	0	2.110250	1.110250	9	block_ingroup_fair
sub-111	older	01	25.452000	3.521780	ingroup	0	1.593650	0.593650	8	block_ingroup_fair
sub-111	older	01	29.730900	3.523940	ingroup	0	1.801730	0.801730	9	block_ingroup_fair
sub-111	older	01	34.014400	3.521820	ingroup	0	1.321740	0.321740	10	block_ingroup_fair
sub-111	older	01	45.556800	3.519890	outgroup	0	2.673110	1.673110	6	block_outgroup_fair
sub-111	older	01	49.835200	3.542380	outgroup	1			7	block_outgroup_fair
sub-111	older	01	54.145100	3.529230	outgroup	0	1.408570	0.408570	9	block_outgroup_fair
sub-111	older	01	58.442100	3.522210	outgroup	0	1.063600	0.063600	7	block_outgroup_fair
sub-111	older	01	62.723100	3.520790	outgroup	0	1.052930	0.052930	7	block_outgroup_fair
sub-111	older	01	67.016500	3.528640	outgroup	0	1.229720	0.229720	7	block_outgroup_fair
sub-111	older	01	71.313400	3.528920	outgroup	0	1.203030	0.203030	9	block_outgroup_fair
sub-111	older	01	75.602300	3.519910	outgroup	0	1.267720	0.267720	1	block_outgroup_fair
sub-111	older	01	89.144100	3.517710	outgroup	0	1.454540	0.454540	2	block_outgroup_unfair
sub-111	older	01	93.419200	3.524500	outgroup	0	1.031750	0.031750	3	block_outgroup_unfair
sub-111	older	01	97.704800	3.520950	outgroup	0	1.033100	0.033100	2	block_outgroup_unfair
sub-111	older	01	101.985000	3.515530	outgroup	0	1.207080	0.207080	3	block_outgroup_unfair
sub-111	older	01	106.264000	3.527430	outgroup	0	1.030940	0.030940	2	block_outgroup_unfair
sub-111	older	01	110.552000	3.519580	outgroup	0	1.030640	0.030640	6	block_outgroup_unfair
sub-111	older	01	114.838000	3.526100	outgroup	0	1.030500	0.030500	2	block_outgroup_unfair
sub-111	older	01	119.135000	3.529520	outgroup	0	1.304390	0.304390	8	block_outgroup_unfair
sub-111	older	01	130.679000	3.524920	computer	0	1.336080	0.336080	2	block_computer_unfair
sub-111	older	01	134.974000	3.527520	computer	0	1.161850	0.161850	9	block_computer_unfair
sub-111	older	01	139.259000	3.524000	computer	0	1.196620	0.196620	1	block_computer_unfair
sub-111	older	01	143.550000	3.528650	computer	0	1.026060	0.026060	1	block_computer_unfair
sub-111	older	01	147.844000	3.516290	computer	0	1.151640	0.151640	5	block_computer_unfair
sub-111	older	01	152.118000	3.524710	computer	0	1.031300	0.031300	1	block_computer_unfair
sub-111	older	01	156.411000	3.519200	computer	0	1.024800	0.024800	3	block_computer_unfair
sub-111	older	01	160.691000	3.523810	computer	0	1.532570	0.532570	4	block_computer_unfair
sub-111	older	01	176.228000	3.527940	ingroup	0	1.307750	0.307750	1	block_ingroup_unfair
sub-111	older	01	180.517000	3.517800	ingroup	0	1.021980	0.021980	4	block_ingroup_unfair
sub-111	older	01	184.803000	3.516640	ingroup	0	1.023090	0.023090	1	block_ingroup_unfair
sub-111	older	01	189.084000	3.516840	ingroup	0	1.028740	0.028740	8	block_ingroup_unfair
sub-111	older	01	193.361000	3.530350	ingroup	0	1.022020	0.022020	3	block_ingroup_unfair
sub-111	older	01	197.651000	3.520290	ingroup	0	1.018770	0.018770	4	block_ingroup_unfair
sub-111	older	01	201.941000	3.525140	ingroup	0	1.032240	0.032240	2	block_ingroup_unfair
sub-111	older	01	206.226000	3.521770	ingroup	0	1.218580	0.218580	5	block_ingroup_unfair
sub-111	older	01	219.757000	3.523760	outgroup	0	2.332120	1.332120	5	block_outgroup_unfair
sub-111	older	01	224.050000	3.528510	outgroup	0	1.024800	0.024800	1	block_outgroup_unfair
sub-111	older	01	228.337000	3.521180	outgroup	0	1.025090	0.025090	8	block_outgroup_unfair
sub-111	older	01	232.616000	3.520990	outgroup	0	1.033170	0.033170	1	block_outgroup_unfair
sub-111	older	01	236.893000	3.522170	outgroup	0	1.025620	0.025620	2	block_outgroup_unfair
sub-111	older	01	241.174000	3.526190	outgroup	0	1.031540	0.031540	1	block_outgroup_unfair
sub-111	older	01	245.458000	3.521100	outgroup	0	1.018260	0.018260	3	block_outgroup_unfair
sub-111	older	01	249.737000	3.522350	outgroup	0	1.710410	0.710410	2	block_outgroup_unfair
sub-111	older	01	261.272000	3.528250	computer	0	3.001780	2.001780	10	block_computer_fair
sub-111	older	01	265.559000	3.523020	computer	0	1.017060	0.017060	8	block_computer_fair
sub-111	older	01	269.840000	3.526670	computer	0	1.022850	0.022850	9	block_computer_fair
sub-111	older	01	274.135000	3.526620	computer	0	1.031100	0.031100	6	block_computer_fair
sub-111	older	01	278.429000	3.521370	computer	0	1.023720	0.023720	9	block_computer_fair
sub-111	older	01	282.710000	3.516580	computer	0	1.446900	0.446900	8	block_computer_fair
sub-111	older	01	286.991000	3.528060	computer	0	1.019030	0.019030	10	block_computer_fair
sub-111	older	01	291.284000	3.529900	computer	0	1.162940	0.162940	4	block_computer_fair
sub-111	older	01	306.825000	3.530710	outgroup	0	2.019210	1.019210	4	block_outgroup_fair
sub-111	older	01	311.122000	3.524760	outgroup	0	1.024660	0.024660	10	block_outgroup_fair
sub-111	older	01	315.404000	3.523340	outgroup	0	1.029140	0.029140	7	block_outgroup_fair
sub-111	older	01	319.699000	3.521920	outgroup	0	1.021160	0.021160	7	block_outgroup_fair
sub-111	older	01	323.982000	3.528150	outgroup	0	1.058810	0.058810	7	block_outgroup_fair
sub-111	older	01	328.276000	3.516920	outgroup	0	1.017590	0.017590	7	block_outgroup_fair
sub-111	older	01	332.556000	3.530400	outgroup	0	1.726670	0.726670	5	block_outgroup_fair
sub-111	older	01	336.853000	3.520900	outgroup	0	1.031710	0.031710	8	block_outgroup_fair
sub-111	older	01	352.391000	3.525240	ingroup	0	1.573050	0.573050	5	block_ingroup_fair
sub-111	older	01	356.676000	3.521740	ingroup	0	1.024530	0.024530	7	block_ingroup_fair
sub-111	older	01	360.955000	3.529020	ingroup	0	1.032270	0.032270	9	block_ingroup_fair
sub-111	older	01	365.253000	3.519840	ingroup	0	1.021830	0.021830	9	block_ingroup_fair
sub-111	older	01	369.530000	3.521910	ingroup	0	1.448040	0.448040	8	block_ingroup_fair
sub-111	older	01	373.812000	3.519230	ingroup	0	1.019190	0.019190	7	block_ingroup_fair
sub-111	older	01	378.091000	3.516090	ingroup	0	1.461270	0.461270	1	block_ingroup_fair
sub-111	older	01	382.369000	3.516500	ingroup	0	1.019620	0.019620	9	block_ingroup_fair
sub-111	older	02	4.013150	3.520260	computer	0	2.275910	1.275910	5	block_computer_fair
sub-111	older	02	8.292800	3.516240	computer	0	1.031300	0.031300	8	block_computer_fair
sub-111	older	02	12.572800	3.528160	computer	0	1.021220	0.021220	7	block_computer_fair
sub-111	older	02	16.868100	3.526620	computer	0	1.029610	0.029610	8	block_computer_fair
sub-111	older	02	21.163800	3.527640	computer	0	1.121270	0.121270	2	block_computer_fair
sub-111	older	02	25.458600	3.527680	computer	0	1.029420	0.029420	10	block_computer_fair
sub-111	older	02	29.743600	3.524670	computer	0	1.031170	0.031170	7	block_computer_fair
sub-111	older	02	34.035000	3.516840	computer	0	1.026990	0.026990	9	block_computer_fair
sub-111	older	02	49.559500	3.525640	computer	0	1.082080	0.082080	1	block_computer_unfair
sub-111	older	02	53.843300	3.519120	computer	0	1.018300	0.018300	7	block_computer_unfair
sub-111	older	02	58.123000	3.529080	computer	0	1.025360	0.025360	1	block_computer_unfair
sub-111	older	02	62.419900	3.527470	computer	0	1.032020	0.032020	1	block_computer_unfair
sub-111	older	02	66.714400	3.527940	computer	0	1.024590	0.024590	2	block_computer_unfair
sub-111	older	02	71.007700	3.529980	computer	0	1.018170	0.018170	4	block_computer_unfair
sub-111	older	02	75.294300	3.522630	computer	0	1.018110	0.018110	1	block_computer_unfair
sub-111	older	02	79.582800	3.516010	computer	0	1.033180	0.033180	6	block_computer_unfair
sub-111	older	02	91.112600	3.518640	ingroup	0	1.446710	0.446710	6	block_ingroup_unfair
sub-111	older	02	95.393700	3.524980	ingroup	0	1.018800	0.018800	1	block_ingroup_unfair
sub-111	older	02	99.686200	3.529660	ingroup	0	1.029970	0.029970	4	block_ingroup_unfair
sub-111	older	02	103.973000	3.523590	ingroup	0	1.029650	0.029650	2	block_ingroup_unfair
sub-111	older	02	108.254000	3.519530	ingroup	0	1.135660	0.135660	4	block_ingroup_unfair
sub-111	older	02	112.534000	3.521770	ingroup	0	1.326190	0.326190	2	block_ingroup_unfair
sub-111	older	02	116.814000	3.523220	ingroup	0	1.033020	0.033020	10	block_ingroup_unfair
sub-111	older	02	121.096000	3.526280	ingroup	0	1.171650	0.171650	1	block_ingroup_unfair
sub-111	older	02	132.629000	3.528990	ingroup	0	1.030620	0.030620	10	block_ingroup_fair
sub-111	older	02	136.918000	3.520150	ingroup	0	1.028810	0.028810	7	block_ingroup_fair
sub-111	older	02	141.197000	3.526520	ingroup	0	1.019780	0.019780	10	block_ingroup_fair
sub-111	older	02	145.493000	3.527210	ingroup	0	1.077480	0.077480	6	block_ingroup_fair
sub-111	older	02	149.777000	3.517540	ingroup	0	1.030150	0.030150	7	block_ingroup_fair
sub-111	older	02	154.052000	3.528920	ingroup	0	1.025100	0.025100	9	block_ingroup_fair
sub-111	older	02	158.349000	3.528030	ingroup	0	1.199030	0.199030	4	block_ingroup_fair
sub-111	older	02	162.644000	3.529560	ingroup	0	1.024130	0.024130	8	block_ingroup_fair
sub-111	older	02	174.187000	3.517290	outgroup	0	1.022950	0.022950	10	block_outgroup_fair
sub-111	older	02	178.466000	3.528520	outgroup	0	1.031530	0.031530	9	block_outgroup_fair
sub-111	older	02	182.751000	3.522800	outgroup	0	1.033040	0.033040	5	block_outgroup_fair
sub-111	older	02	187.041000	3.516690	outgroup	0	1.029880	0.029880	4	block_outgroup_fair
sub-111	older	02	191.320000	3.515980	outgroup	0	1.021300	0.021300	8	block_outgroup_fair
sub-111	older	02	195.601000	3.529240	outgroup	0	1.026880	0.026880	7	block_outgroup_fair
sub-111	older	02	199.898000	3.528680	outgroup	0	1.017590	0.017590	7	block_outgroup_fair
sub-111	older	02	204.185000	3.520830	outgroup	0	1.017500	0.017500	8	block_outgroup_fair
sub-111	older	02	217.718000	3.522240	computer	0	1.161550	0.161550	8	block_computer_fair
sub-111	older	02	222.009000	3.527670	computer	0	1.174550	0.174550	1	block_computer_fair
sub-111	older	02	226.302000	3.516580	computer	0	1.017740	0.017740	6	block_computer_fair
sub-111	older	02	230.590000	3.522450	computer	0	1.016630	0.016630	8	block_computer_fair
sub-111	older	02	234.877000	3.529960	computer	0	1.032960	0.032960	7	block_computer_fair
sub-111	older	02	239.164000	3.531680	computer	0	1.032900	0.032900	9	block_computer_fair
sub-111	older	02	243.460000	3.522410	computer	0	1.024080	0.024080	8	block_computer_fair
sub-111	older	02	247.741000	3.523160	computer	0	1.030170	0.030170	8	block_computer_fair
sub-111	older	02	261.272000	3.523840	ingroup	0	1.694300	0.694300	2	block_ingroup_unfair
sub-111	older	02	265.554000	3.525070	ingroup	0	1.031700	0.031700	6	block_ingroup_unfair
sub-111	older	02	269.837000	3.518810	ingroup	0	1.018390	0.018390	7	block_ingroup_unfair
sub-111	older	02	274.127000	3.521200	ingroup	0	1.032220	0.032220	4	block_ingroup_unfair
sub-111	older	02	278.406000	3.527210	ingroup	0	1.023800	0.023800	3	block_ingroup_unfair
sub-111	older	02	282.693000	3.520930	ingroup	0	1.023510	0.023510	4	block_ingroup_unfair
sub-111	older	02	286.973000	3.521500	ingroup	0	1.030500	0.030500	1	block_ingroup_unfair
sub-111	older	02	291.253000	3.522300	ingroup	0	1.020070	0.020070	1	block_ingroup_unfair
sub-111	older	02	304.793000	3.530940	computer	0	1.609300	0.609300	7	block_computer_unfair
sub-111	older	02	309.093000	3.516890	computer	0	1.029190	0.029190	6	block_computer_unfair
sub-111	older	02	313.366000	3.518890	computer	0	1.109160	0.109160	4	block_computer_unfair
sub-111	older	02	317.643000	3.522690	computer	0	1.018850	0.018850	4	block_computer_unfair
sub-111	older	02	321.924000	3.520210	computer	0	1.024530	0.024530	4	block_computer_unfair
sub-111	older	02	326.203000	3.528590	computer	0	1.031730	0.031730	4	block_computer_unfair
sub-111	older	02	330.499000	3.526160	computer	0	1.023040	0.023040	4	block_computer_unfair
sub-111	older	02	334.796000	3.526680	computer	0	1.531220	0.531220	1	block_computer_unfair
sub-111	older	02	350.336000	3.522490	outgroup	0	2.137390	1.137390	3	block_outgroup_unfair
sub-111	older	02	354.619000	3.520020	outgroup	0	1.022520	0.022520	3	block_outgroup_unfair
sub-111	older	02	358.899000	3.521150	outgroup	0	1.030310	0.030310	3	block_outgroup_unfair
sub-111	older	02	363.177000	3.519170	outgroup	0	1.138490	0.138490	1	block_outgroup_unfair
sub-111	older	02	367.456000	3.525570	outgroup	0	1.029670	0.029670	10	block_outgroup_unfair
sub-111	older	02	371.739000	3.523480	outgroup	0	1.017220	0.017220	3	block_outgroup_unfair
sub-111	older	02	376.035000	3.518280	outgroup	0	1.025170	0.025170	5	block_outgroup_unfair
sub-111	older	02	380.313000	3.522440	outgroup	0	1.218050	0.218050	1	block_outgroup_unfair
sub-112	younger	01	4.016690	3.512620	computer	0	2.274770	1.274770	1	block_computer_unfair
sub-112	younger	01	8.297030	3.513050	computer	0	1.029820	0.029820	2	block_computer_unfair
sub-112	younger	01	12.577700	3.513460	computer	0	2.020590	1.020590	2	block_computer_unfair
sub-112	younger	01	16.858500	3.513450	computer	0	1.793250	0.793250	6	block_computer_unfair
sub-112	younger	01	21.139500	3.513380	computer	0	1.598830	0.598830	4	block_computer_unfair
sub-112	younger	01	25.420500	3.513340	computer	0	2.221730	1.221730	4	block_computer_unfair
sub-112	younger	01	29.701500	3.528910	computer	0	1.610480	0.610480	1	block_computer_unfair
sub-112	younger	01	33.998200	3.528780	computer	0	1.500400	0.500400	8	block_computer_unfair
sub-112	younger	01	49.546200	3.510920	outgroup	0	2.115670	1.115670	4	block_outgroup_unfair
sub-112	younger	01	53.826300	3.511780	outgroup	0	1.605370	0.605370	3	block_outgroup_unfair
sub-112	younger	01	58.105900	3.513120	outgroup	0	1.929570	0.929570	3	block_outgroup_unfair
sub-112	younger	01	62.386800	3.513130	outgroup	0	2.085610	1.085610	6	block_outgroup_unfair
sub-112	younger	01	66.667800	3.513080	outgroup	0	1.824550	0.824550	8	block_outgroup_unfair
sub-112	younger	01	70.948800	3.528710	outgroup	0	1.797180	0.797180	4	block_outgroup_unfair
sub-112	younger	01	75.245200	3.513170	outgroup	0	1.587280	0.587280	3	block_outgroup_unfair
sub-112	younger	01	79.526200	3.513150	outgroup	0	1.343070	0.343070	1	block_outgroup_unfair
sub-112	younger	01	93.058100	3.527150	ingroup	0	1.389120	0.389120	4	block_ingroup_unfair
sub-112	younger	01	97.354200	3.511920	ingroup	0	1.596810	0.596810	4	block_ingroup_unfair
sub-112	younger	01	101.634000	3.512770	ingroup	0	1.353240	0.353240	1	block_ingroup_unfair
sub-112	younger	01	105.915000	3.512650	ingroup	0	1.526010	0.526010	10	block_ingroup_unfair
sub-112	younger	01	110.196000	3.512890	ingroup	0	1.948970	0.948970	2	block_ingroup_unfair
sub-112	younger	01	114.477000	3.512900	ingroup	0	1.754740	0.754740	5	block_ingroup_unfair
sub-112	younger	01	118.758000	3.528470	ingroup	0	1.844130	0.844130	4	block_ingroup_unfair
sub-112	younger	01	123.055000	3.512850	ingroup	0	1.450640	0.450640	3	block_ingroup_unfair
sub-112	younger	01	136.585000	3.512870	ingroup	0	1.448020	0.448020	10	block_ingroup_fair
sub-112	younger	01	140.866000	3.512840	ingroup	0	1.804330	0.804330	6	block_ingroup_fair
sub-112	younger	01	145.147000	3.512880	ingroup	0	1.643560	0.643560	4	block_ingroup_fair
sub-112	younger	01	149.428000	3.512640	ingroup	0	1.899230	0.899230	10	block_ingroup_fair
sub-112	younger	01	153.709000	3.512890	ingroup	0	1.488270	0.488270	10	block_ingroup_fair
sub-112	younger	01	157.990000	3.512880	ingroup	0	1.694600	0.694600	8	block_ingroup_fair
sub-112	younger	01	162.271000	3.513240	ingroup	0	1.434900	0.434900	7	block_ingroup_fair
sub-112	younger	01	166.552000	3.512850	ingroup	0	1.756110	0.756110	7	block_ingroup_fair
sub-112	younger	01	180.082000	3.528160	computer	0	1.686480	0.686480	5	block_computer_unfair
sub-112	younger	01	184.378000	3.513320	computer	0	1.427540	0.427540	4	block_computer_unfair
sub-112	younger	01	188.659000	3.513430	computer	0	1.650070	0.650070	3	block_computer_unfair
sub-112	younger	01	192.940000	3.513360	computer	0	1.556020	0.556020	4	block_computer_unfair
sub-112	younger	01	197.221000	3.513380	computer	0	1.962280	0.962280	2	block_computer_unfair
sub-112	younger	01	201.502000	3.513400	computer	0	1.884790	0.884790	2	block_computer_unfair
sub-112	younger	01	205.783000	3.513450	computer	0	1.440500	0.440500	4	block_computer_unfair
sub-112	younger	01	210.064000	3.528990	computer	0	1.579660	0.579660	10	block_computer_unfair
sub-112	younger	01	225.611000	3.511670	outgroup	0	1.428240	0.428240	1	block_outgroup_fair
sub-112	younger	01	229.892000	3.527560	outgroup	0	1.517890	0.517890	7	block_outgroup_fair
sub-112	younger	01	234.187000	3.513140	outgroup	0	1.442730	0.442730	7	block_outgroup_fair
sub-112	younger	01	238.468000	3.513160	outgroup	0	1.498420	0.498420	10	block_outgroup_fair
sub-112	younger	01	242.749000	3.528820	outgroup	0	1.921470	0.921470	10	block_outgroup_fair
sub-112	younger	01	247.046000	3.512920	outgroup	0	1.661420	0.661420	5	block_outgroup_fair
sub-112	younger	01	251.327000	3.513140	outgroup	0	1.433930	0.433930	7	block_outgroup_fair
sub-112	younger	01	255.608000	3.513280	outgroup	0	1.790330	0.790330	8	block_outgroup_fair
sub-112	younger	01	267.139000	3.512170	computer	0	1.317980	0.317980	5	block_computer_fair
sub-112	younger	01	271.419000	3.513210	computer	0	1.524890	0.524890	10	block_computer_fair
sub-112	younger	01	275.700000	3.513390	computer	0	1.480880	0.480880	9	block_computer_fair
sub-112	younger	01	279.981000	3.513470	computer	0	1.353460	0.353460	2	block_computer_fair
sub-112	younger	01	284.262000	3.513380	computer	0	1.693030	0.693030	10	block_computer_fair
sub-112	younger	01	288.542000	3.513400	computer	0	1.415410	0.415410	8	block_computer_fair
sub-112	younger	01	292.823000	3.528550	computer	0	1.688100	0.688100	8	block_computer_fair
sub-112	younger	01	297.120000	3.513270	computer	0	1.662150	0.662150	10	block_computer_fair
sub-112	younger	01	308.652000	3.511390	ingroup	0	1.355650	0.355650	2	block_ingroup_unfair
sub-112	younger	01	312.933000	3.511280	ingroup	0	1.478120	0.478120	4	block_ingroup_unfair
sub-112	younger	01	317.212000	3.512840	ingroup	0	1.936120	0.936120	1	block_ingroup_unfair
sub-112	younger	01	321.493000	3.512860	ingroup	0	1.458350	0.458350	5	block_ingroup_unfair
sub-112	younger	01	325.774000	3.528500	ingroup	0	2.048120	1.048120	4	block_ingroup_unfair
sub-112	younger	01	330.071000	3.512820	ingroup	0	1.554620	0.554620	1	block_ingroup_unfair
sub-112	younger	01	334.352000	3.512770	ingroup	0	1.743800	0.743800	2	block_ingroup_unfair
sub-112	younger	01	338.633000	3.512910	ingroup	0	1.466540	0.466540	8	block_ingroup_unfair
sub-112	younger	01	350.164000	3.512280	computer	0	1.444920	0.444920	7	block_computer_fair
sub-112	younger	01	354.445000	3.527930	computer	0	1.016920	0.016920	7	block_computer_fair
sub-112	younger	01	358.740000	3.513330	computer	0	1.425440	0.425440	10	block_computer_fair
sub-112	younger	01	363.021000	3.513450	computer	0	1.431480	0.431480	2	block_computer_fair
sub-112	younger	01	367.302000	3.528990	computer	0	1.437340	0.437340	6	block_computer_fair
sub-112	younger	01	371.599000	3.513320	computer	0	1.477490	0.477490	10	block_computer_fair
sub-112	younger	01	375.879000	3.529030	computer	0	1.750500	0.750500	9	block_computer_fair
sub-112	younger	01	380.176000	3.513520	computer	0	2.191540	1.191540	7	block_computer_fair
sub-112	younger	02	4.012730	3.511570	ingroup	0	1.338730	0.338730	2	block_ingroup_fair
sub-112	younger	02	8.293460	3.511640	ingroup	0	1.478190	0.478190	10	block_ingroup_fair
sub-112	younger	02	12.573100	3.512940	ingroup	0	1.435310	0.435310	6	block_ingroup_fair
sub-112	younger	02	16.854200	3.509220	ingroup	0	1.441050	0.441050	7	block_ingroup_fair
sub-112	younger	02	21.131600	3.512670	ingroup	0	1.650860	0.650860	7	block_ingroup_fair
sub-112	younger	02	25.412300	3.512980	ingroup	0	1.523430	0.523430	8	block_ingroup_fair
sub-112	younger	02	29.693300	3.512900	ingroup	0	1.679440	0.679440	10	block_ingroup_fair
sub-112	younger	02	33.974500	3.512670	ingroup	0	1.384860	0.384860	7	block_ingroup_fair
sub-112	younger	02	47.505600	3.511810	outgroup	0	1.464930	0.464930	8	block_outgroup_fair
sub-112	younger	02	51.785300	3.518000	outgroup	0	1.488770	0.488770	7	block_outgroup_fair
sub-112	younger	02	56.071100	3.513120	outgroup	0	1.723950	0.723950	7	block_outgroup_fair
sub-112	younger	02	60.352000	3.513170	outgroup	0	1.429250	0.429250	3	block_outgroup_fair
sub-112	younger	02	64.633000	3.513130	outgroup	0	1.451710	0.451710	6	block_outgroup_fair
sub-112	younger	02	68.913900	3.528690	outgroup	0	1.390820	0.390820	8	block_outgroup_fair
sub-112	younger	02	73.210500	3.513070	outgroup	0	1.581310	0.581310	7	block_outgroup_fair
