exitflag,negLL,norm0,alpha0,alpha_i,epsilon0,epsilon_i,tau0,tau_i
2,8.23740997199988,7.68482875050161,7.82769347202123,3.73963266885513,0.00543088178298856,0.0421234733692094,6.14110278791544,0.421551614831706
2,8.33082538043386,7.90061824583509,1.58669404490287,3.69112736245651,0.809408172326726,0.0460496901834856,0.385355152535677,0.422535379068641
2,8.23991913433252,7.69062889133583,5.83869721465895,3.73823573028088,0.623391745246513,0.0422319645716341,8.70720369334483,0.421502639844542
1,8.38499850274576,8.03273564487364,7.04120967350394,3.59346934709555,0.972550023371793,0.0462868329103326,6.18369170346385,0.419685547356803
2,8.07434881943068,7.31027361109296,5.95898579468402,3.83572583355883,0.616133984373153,0.0347306017144816,9.17781897808221,0.424316916247372
1,8.72770916787804,8.88213947164374,1.18239287250707,3.32384181155488,0.714311850400719,0.05527091262038,0.605133152954994,0.41548759177707
1,8.57009515787348,8.48541797531831,9.95664077634152,3.43593358371095,0.538767062035562,0.0512180797339371,0.686081806929119,0.417673515464383
2,8.2930079664187,7.81275064341045,4.8141136967224,3.70980965503938,0.394798970120663,0.0444777456999381,9.09077092703774,0.423217208062502
1,20.7232659112003,5.60175353692606,2.20272670966135,4.47305510217923,0.367515502258976,0.00752167276535321,9.64575598656701,8.17302048942791
2,9.52310090313218,10.7730622574613,6.70639657762467,2.94595379088714,0.0346994035836096,0.0730835291840889,2.47734894765154,0.410532793396221
1,7.99406459872883,7.12909606934922,5.05175200030396,3.93156947973065,0.0825149410896008,0.0319193576740876,0.969683542626164,0.424609744658309
2,8.13688152534977,7.45335507793546,8.66042145585837,3.79629665494773,0.943470025750764,0.0376486408341881,9.56433825888552,0.423486746131276
2,11.3586360588438,3.83162211930713,6.37789291853483,9.99999967658082,0.259393709924662,0.0237877123931138,6.59773641976013,0.331005062089745
2,20.7234550822862,8.62900447067406,2.40729266529392,1.12389019782761,0.707815175726724,0.00108682854827267,9.36937266665747,9.99838182376549
1,20.7232662509213,6.35235736812903,4.28143851047546,2.85687931663742,0.930354966644228,0.00917182139350548,7.6624954999297,9.65107714975847
1,20.7232658809262,5.33387974575686,1.61736670416669,5.68465617083146,0.752792670426869,0.00811480803884354,8.12808003912259,7.62004907465226
1,8.68455944524339,8.77260125940662,6.92541730334147,3.35272784459145,0.602616048250295,0.0541729000760314,2.6293712565436,0.416124482689151
1,8.63408645818443,8.64534716114866,0.535198384161946,3.38819728994907,0.197665955626943,0.0528779102841106,5.49067453897029,0.416833644997174
2,8.26177941844224,7.74120607069863,9.7612825094651,3.72683305701917,0.663250505986512,0.0431709112353578,8.1505730068845,0.421062426725138
