"subID","run","block_type","BlockNum","BlockTrial","BlockInclude"
"sub-105",2,"block_computer_unfair",4,8,"yes"
"sub-105",2,"block_computer_fair",5,8,"yes"
"sub-105",2,"block_outgroup_fair",6,8,"yes"
"sub-105",2,"block_computer_unfair",7,8,"yes"
"sub-105",2,"block_outgroup_unfair",8,8,"yes"
"sub-105",2,"block_ingroup_unfair",9,8,"yes"
"sub-108",1,"block_computer_unfair",1,8,"yes"
"sub-108",1,"block_ingroup_fair",2,8,"yes"
"sub-108",1,"block_computer_unfair",3,8,"yes"
"sub-108",1,"block_outgroup_fair",4,8,"yes"
"sub-108",1,"block_computer_fair",5,8,"yes"
"sub-108",1,"block_ingroup_unfair",6,8,"yes"
"sub-108",1,"block_computer_fair",7,8,"yes"
"sub-108",1,"block_ingroup_unfair",8,8,"yes"
"sub-108",1,"block_outgroup_unfair",9,8,"yes"
"sub-108",2,"block_ingroup_unfair",1,8,"yes"
"sub-108",2,"block_outgroup_unfair",2,8,"yes"
"sub-108",2,"block_outgroup_fair",3,8,"yes"
"sub-108",2,"block_ingroup_fair",4,8,"yes"
"sub-108",2,"block_outgroup_fair",5,8,"yes"
"sub-108",2,"block_computer_unfair",6,8,"yes"
"sub-108",2,"block_computer_fair",7,8,"yes"
"sub-108",2,"block_outgroup_unfair",8,8,"yes"
"sub-108",2,"block_ingroup_fair",9,8,"yes"
"sub-107",1,"block_outgroup_fair",1,8,"yes"
"sub-107",1,"block_computer_fair",2,8,"yes"
"sub-107",1,"block_outgroup_unfair",3,8,"yes"
"sub-107",1,"block_computer_unfair",4,8,"yes"
"sub-107",1,"block_ingroup_unfair",5,8,"yes"
"sub-107",1,"block_ingroup_fair",6,8,"yes"
"sub-107",1,"block_computer_unfair",7,8,"yes"
"sub-107",1,"block_computer_fair",8,8,"yes"
"sub-107",1,"block_ingroup_unfair",9,8,"yes"
"sub-107",2,"block_outgroup_unfair",1,8,"yes"
"sub-107",2,"block_outgroup_fair",2,7,"yes"
"sub-107",2,"block_ingroup_fair",3,8,"yes"
"sub-107",2,"block_computer_fair",4,8,"yes"
"sub-107",2,"block_outgroup_fair",5,8,"yes"
"sub-107",2,"block_outgroup_unfair",6,8,"yes"
"sub-107",2,"block_ingroup_fair",7,8,"yes"
"sub-107",2,"block_ingroup_unfair",8,7,"yes"
"sub-107",2,"block_computer_unfair",9,8,"yes"
"sub-111",1,"block_ingroup_fair",1,8,"yes"
"sub-111",1,"block_outgroup_fair",2,7,"yes"
"sub-111",1,"block_outgroup_unfair",3,8,"yes"
"sub-111",1,"block_computer_unfair",4,8,"yes"
"sub-111",1,"block_ingroup_unfair",5,8,"yes"
"sub-111",1,"block_outgroup_unfair",6,8,"yes"
"sub-111",1,"block_computer_fair",7,8,"yes"
"sub-111",1,"block_outgroup_fair",8,8,"yes"
"sub-111",1,"block_ingroup_fair",9,8,"yes"
"sub-111",2,"block_computer_fair",1,8,"yes"
"sub-111",2,"block_computer_unfair",2,8,"yes"
"sub-111",2,"block_ingroup_unfair",3,8,"yes"
"sub-111",2,"block_ingroup_fair",4,8,"yes"
"sub-111",2,"block_outgroup_fair",5,8,"yes"
"sub-111",2,"block_computer_fair",6,8,"yes"
"sub-111",2,"block_ingroup_unfair",7,8,"yes"
"sub-111",2,"block_computer_unfair",8,8,"yes"
"sub-111",2,"block_outgroup_unfair",9,8,"yes"
"sub-112",1,"block_computer_unfair",1,8,"yes"
"sub-112",1,"block_outgroup_unfair",2,8,"yes"
"sub-112",1,"block_ingroup_unfair",3,8,"yes"
"sub-112",1,"block_ingroup_fair",4,8,"yes"
"sub-112",1,"block_computer_unfair",5,8,"yes"
"sub-112",1,"block_outgroup_fair",6,8,"yes"
"sub-112",1,"block_computer_fair",7,8,"yes"
"sub-112",1,"block_ingroup_unfair",8,8,"yes"
"sub-112",1,"block_computer_fair",9,8,"yes"
"sub-112",2,"block_ingroup_fair",1,8,"yes"
"sub-112",2,"block_outgroup_fair",2,8,"yes"
"sub-112",2,"block_outgroup_unfair",3,8,"yes"
"sub-112",2,"block_ingroup_fair",4,8,"yes"
"sub-112",2,"block_outgroup_fair",5,8,"yes"
"sub-112",2,"block_computer_fair",6,7,"yes"
"sub-112",2,"block_computer_unfair",7,8,"yes"
"sub-112",2,"block_ingroup_unfair",8,8,"yes"
"sub-112",2,"block_outgroup_unfair",9,8,"yes"
"sub-113",1,"block_computer_unfair",1,8,"yes"
"sub-113",1,"block_outgroup_unfair",2,8,"yes"
"sub-113",1,"block_ingroup_unfair",3,8,"yes"
"sub-113",1,"block_computer_unfair",4,8,"yes"
"sub-113",1,"block_computer_fair",5,8,"yes"
"sub-113",1,"block_ingroup_unfair",6,8,"yes"
"sub-113",1,"block_ingroup_fair",7,8,"yes"
"sub-113",1,"block_outgroup_fair",8,8,"yes"
"sub-113",1,"block_computer_fair",9,8,"yes"
"sub-113",2,"block_outgroup_fair",1,8,"yes"
"sub-113",2,"block_ingroup_fair",2,8,"yes"
"sub-113",2,"block_outgroup_fair",3,8,"yes"
"sub-113",2,"block_outgroup_unfair",4,8,"yes"
"sub-113",2,"block_ingroup_unfair",5,8,"yes"
"sub-113",2,"block_computer_fair",6,8,"yes"
"sub-113",2,"block_computer_unfair",7,8,"yes"
"sub-113",2,"block_outgroup_unfair",8,8,"yes"
"sub-113",2,"block_ingroup_fair",9,8,"yes"
"sub-115",1,"block_computer_fair",1,7,"yes"
"sub-115",1,"block_outgroup_fair",2,8,"yes"
"sub-115",1,"block_ingroup_unfair",3,8,"yes"
"sub-115",1,"block_outgroup_unfair",4,8,"yes"
"sub-115",1,"block_ingroup_fair",5,8,"yes"
"sub-115",1,"block_outgroup_fair",6,8,"yes"
"sub-115",1,"block_ingroup_fair",7,8,"yes"
"sub-115",1,"block_outgroup_unfair",8,8,"yes"
"sub-115",1,"block_computer_unfair",9,8,"yes"
"sub-115",2,"block_computer_unfair",1,8,"yes"
"sub-115",2,"block_outgroup_unfair",2,8,"yes"
"sub-115",2,"block_ingroup_fair",3,8,"yes"
"sub-115",2,"block_computer_fair",4,7,"yes"
"sub-115",2,"block_outgroup_fair",5,8,"yes"
"sub-115",2,"block_computer_fair",6,8,"yes"
"sub-115",2,"block_ingroup_unfair",7,7,"yes"
"sub-115",2,"block_computer_unfair",8,8,"yes"
"sub-115",2,"block_ingroup_unfair",9,8,"yes"
"sub-116",1,"block_outgroup_unfair",1,7,"yes"
"sub-116",1,"block_ingroup_fair",2,8,"yes"
"sub-116",1,"block_computer_fair",3,8,"yes"
"sub-116",1,"block_outgroup_fair",4,8,"yes"
"sub-116",1,"block_outgroup_unfair",5,8,"yes"
"sub-116",1,"block_computer_unfair",6,8,"yes"
"sub-116",1,"block_ingroup_fair",7,8,"yes"
"sub-116",1,"block_ingroup_unfair",8,8,"yes"
"sub-116",1,"block_outgroup_fair",9,8,"yes"
"sub-116",2,"block_ingroup_fair",1,8,"yes"
"sub-116",2,"block_computer_fair",2,8,"yes"
"sub-116",2,"block_ingroup_unfair",3,8,"yes"
"sub-116",2,"block_computer_fair",4,8,"yes"
"sub-116",2,"block_computer_unfair",5,8,"yes"
"sub-116",2,"block_ingroup_unfair",6,8,"yes"
"sub-116",2,"block_outgroup_unfair",7,8,"yes"
"sub-116",2,"block_outgroup_fair",8,8,"yes"
"sub-116",2,"block_computer_unfair",9,8,"yes"
"sub-117",1,"block_outgroup_unfair",1,8,"yes"
"sub-117",1,"block_computer_unfair",2,8,"yes"
"sub-117",1,"block_computer_fair",3,8,"yes"
"sub-117",1,"block_computer_unfair",4,8,"yes"
"sub-117",1,"block_ingroup_fair",5,8,"yes"
"sub-117",1,"block_computer_fair",6,8,"yes"
"sub-117",1,"block_ingroup_unfair",7,8,"yes"
"sub-117",1,"block_outgroup_fair",8,8,"yes"
"sub-117",1,"block_ingroup_unfair",9,8,"yes"
"sub-117",2,"block_computer_fair",1,8,"yes"
"sub-117",2,"block_outgroup_unfair",2,8,"yes"
"sub-117",2,"block_ingroup_fair",3,8,"yes"
"sub-117",2,"block_outgroup_fair",4,8,"yes"
"sub-117",2,"block_computer_unfair",5,8,"yes"
"sub-117",2,"block_outgroup_fair",6,8,"yes"
"sub-117",2,"block_outgroup_unfair",7,8,"yes"
"sub-117",2,"block_ingroup_fair",8,8,"yes"
"sub-117",2,"block_ingroup_unfair",9,8,"yes"
"sub-118",1,"block_computer_fair",1,8,"yes"
"sub-118",1,"block_computer_unfair",2,8,"yes"
"sub-118",1,"block_outgroup_fair",3,8,"yes"
"sub-118",1,"block_outgroup_unfair",4,8,"yes"
"sub-118",1,"block_ingroup_fair",5,8,"yes"
"sub-118",1,"block_outgroup_unfair",6,8,"yes"
"sub-118",1,"block_ingroup_fair",7,8,"yes"
"sub-118",1,"block_outgroup_fair",8,8,"yes"
"sub-118",1,"block_ingroup_unfair",9,8,"yes"
"sub-118",2,"block_computer_fair",1,8,"yes"
"sub-118",2,"block_computer_unfair",2,8,"yes"
"sub-118",2,"block_outgroup_unfair",3,8,"yes"
"sub-118",2,"block_computer_fair",4,8,"yes"
"sub-118",2,"block_ingroup_unfair",5,8,"yes"
"sub-118",2,"block_ingroup_fair",6,8,"yes"
"sub-118",2,"block_ingroup_unfair",7,8,"yes"
"sub-118",2,"block_outgroup_fair",8,8,"yes"
"sub-118",2,"block_computer_unfair",9,8,"yes"
"sub-120",1,"block_ingroup_unfair",1,8,"yes"
"sub-120",1,"block_computer_fair",2,8,"yes"
"sub-120",1,"block_ingroup_fair",3,8,"yes"
"sub-120",1,"block_outgroup_unfair",4,8,"yes"
"sub-120",1,"block_ingroup_unfair",5,8,"yes"
"sub-120",1,"block_computer_unfair",6,8,"yes"
"sub-120",1,"block_outgroup_fair",7,8,"yes"
"sub-120",1,"block_computer_unfair",8,8,"yes"
"sub-120",1,"block_computer_fair",9,8,"yes"
"sub-120",2,"block_outgroup_fair",1,8,"yes"
"sub-120",2,"block_ingroup_unfair",2,8,"yes"
"sub-120",2,"block_outgroup_unfair",3,8,"yes"
"sub-120",2,"block_outgroup_fair",4,8,"yes"
"sub-120",2,"block_ingroup_fair",5,8,"yes"
"sub-120",2,"block_computer_fair",6,8,"yes"
"sub-120",2,"block_ingroup_fair",7,8,"yes"
"sub-120",2,"block_outgroup_unfair",8,8,"yes"
"sub-120",2,"block_computer_unfair",9,8,"yes"
"sub-121",1,"block_computer_fair",1,8,"yes"
"sub-121",1,"block_computer_unfair",2,8,"yes"
"sub-121",1,"block_ingroup_unfair",3,8,"yes"
"sub-121",1,"block_outgroup_unfair",4,8,"yes"
"sub-121",1,"block_computer_fair",5,8,"yes"
"sub-121",1,"block_computer_unfair",6,8,"yes"
"sub-121",1,"block_ingroup_fair",7,8,"yes"
"sub-121",1,"block_outgroup_fair",8,8,"yes"
"sub-121",1,"block_ingroup_unfair",9,8,"yes"
"sub-121",2,"block_ingroup_fair",1,8,"yes"
"sub-121",2,"block_outgroup_unfair",2,8,"yes"
"sub-121",2,"block_outgroup_fair",3,8,"yes"
"sub-121",2,"block_ingroup_unfair",4,8,"yes"
"sub-121",2,"block_outgroup_unfair",5,8,"yes"
"sub-121",2,"block_computer_unfair",6,8,"yes"
"sub-121",2,"block_ingroup_fair",7,8,"yes"
"sub-121",2,"block_outgroup_fair",8,8,"yes"
"sub-121",2,"block_computer_fair",9,8,"yes"
"sub-122",1,"block_outgroup_unfair",1,7,"yes"
"sub-122",1,"block_ingroup_unfair",2,8,"yes"
"sub-122",1,"block_computer_fair",3,8,"yes"
"sub-122",1,"block_outgroup_fair",4,8,"yes"
"sub-122",1,"block_ingroup_fair",5,8,"yes"
"sub-122",1,"block_computer_unfair",6,8,"yes"
"sub-122",1,"block_computer_fair",7,8,"yes"
"sub-122",1,"block_computer_unfair",8,8,"yes"
"sub-122",1,"block_ingroup_unfair",9,8,"yes"
"sub-122",2,"block_ingroup_unfair",1,8,"yes"
"sub-122",2,"block_outgroup_fair",2,8,"yes"
"sub-122",2,"block_computer_unfair",3,8,"yes"
"sub-122",2,"block_outgroup_fair",4,8,"yes"
"sub-122",2,"block_outgroup_unfair",5,8,"yes"
"sub-122",2,"block_ingroup_fair",6,8,"yes"
"sub-122",2,"block_outgroup_unfair",7,8,"yes"
"sub-122",2,"block_computer_fair",8,8,"yes"
"sub-122",2,"block_ingroup_fair",9,8,"yes"
"sub-124",1,"block_computer_unfair",1,7,"yes"
"sub-124",1,"block_computer_fair",2,8,"yes"
"sub-124",1,"block_outgroup_unfair",3,8,"yes"
"sub-124",1,"block_ingroup_fair",4,8,"yes"
"sub-124",1,"block_computer_fair",5,8,"yes"
"sub-124",1,"block_ingroup_unfair",6,8,"yes"
"sub-124",1,"block_outgroup_fair",7,8,"yes"
"sub-124",1,"block_ingroup_unfair",8,8,"yes"
"sub-124",1,"block_computer_unfair",9,8,"yes"
"sub-124",2,"block_outgroup_fair",1,8,"yes"
"sub-124",2,"block_ingroup_fair",2,8,"yes"
"sub-124",2,"block_outgroup_fair",3,8,"yes"
"sub-124",2,"block_computer_unfair",4,8,"yes"
"sub-124",2,"block_outgroup_unfair",5,8,"yes"
"sub-124",2,"block_ingroup_unfair",6,8,"yes"
"sub-124",2,"block_computer_fair",7,8,"yes"
"sub-124",2,"block_ingroup_fair",8,8,"yes"
"sub-124",2,"block_outgroup_unfair",9,8,"yes"
"sub-125",1,"block_ingroup_unfair",1,7,"yes"
"sub-125",1,"block_outgroup_fair",2,7,"yes"
"sub-125",1,"block_ingroup_unfair",3,8,"yes"
"sub-125",1,"block_computer_unfair",4,8,"yes"
"sub-125",1,"block_computer_fair",5,8,"yes"
"sub-125",1,"block_outgroup_unfair",6,8,"yes"
"sub-125",1,"block_computer_fair",7,8,"yes"
"sub-125",1,"block_ingroup_fair",8,8,"yes"
"sub-125",1,"block_computer_unfair",9,8,"yes"
"sub-125",2,"block_outgroup_fair",1,8,"yes"
"sub-125",2,"block_outgroup_unfair",2,8,"yes"
"sub-125",2,"block_computer_unfair",3,8,"yes"
"sub-125",2,"block_ingroup_fair",4,8,"yes"
"sub-125",2,"block_ingroup_unfair",5,8,"yes"
"sub-125",2,"block_outgroup_fair",6,8,"yes"
"sub-125",2,"block_computer_fair",7,8,"yes"
"sub-125",2,"block_outgroup_unfair",8,8,"yes"
"sub-125",2,"block_ingroup_fair",9,8,"yes"
"sub-126",1,"block_ingroup_unfair",1,8,"yes"
"sub-126",1,"block_ingroup_fair",2,8,"yes"
"sub-126",1,"block_outgroup_fair",3,8,"yes"
"sub-126",1,"block_outgroup_unfair",4,8,"yes"
"sub-126",1,"block_outgroup_fair",5,8,"yes"
"sub-126",1,"block_computer_unfair",6,8,"yes"
"sub-126",1,"block_computer_fair",7,8,"yes"
"sub-126",1,"block_outgroup_unfair",8,8,"yes"
"sub-126",1,"block_ingroup_fair",9,7,"yes"
"sub-126",2,"block_ingroup_unfair",1,8,"yes"
"sub-126",2,"block_ingroup_fair",2,8,"yes"
"sub-126",2,"block_computer_unfair",3,8,"yes"
"sub-126",2,"block_computer_fair",4,8,"yes"
"sub-126",2,"block_outgroup_unfair",5,8,"yes"
"sub-126",2,"block_computer_unfair",6,8,"yes"
"sub-126",2,"block_computer_fair",7,8,"yes"
"sub-126",2,"block_outgroup_fair",8,7,"yes"
"sub-126",2,"block_ingroup_unfair",9,8,"yes"
"sub-127",1,"block_computer_unfair",1,7,"yes"
"sub-127",1,"block_outgroup_fair",2,8,"yes"
"sub-127",1,"block_computer_fair",3,8,"yes"
"sub-127",1,"block_ingroup_unfair",4,8,"yes"
"sub-127",1,"block_computer_fair",5,8,"yes"
"sub-127",1,"block_ingroup_fair",6,8,"yes"
"sub-127",1,"block_outgroup_unfair",7,8,"yes"
"sub-127",1,"block_ingroup_unfair",8,8,"yes"
"sub-127",1,"block_computer_unfair",9,8,"yes"
"sub-127",2,"block_outgroup_fair",1,8,"yes"
"sub-127",2,"block_ingroup_unfair",2,8,"yes"
"sub-127",2,"block_outgroup_fair",3,8,"yes"
"sub-127",2,"block_outgroup_unfair",4,8,"yes"
"sub-127",2,"block_ingroup_fair",5,8,"yes"
"sub-127",2,"block_outgroup_unfair",6,8,"yes"
"sub-127",2,"block_ingroup_fair",7,8,"yes"
"sub-127",2,"block_computer_unfair",8,8,"yes"
"sub-127",2,"block_computer_fair",9,8,"yes"
"sub-128",1,"block_ingroup_fair",1,8,"yes"
"sub-128",1,"block_computer_unfair",2,8,"yes"
"sub-128",1,"block_ingroup_unfair",3,8,"yes"
"sub-128",1,"block_outgroup_fair",4,8,"yes"
"sub-128",1,"block_computer_unfair",5,8,"yes"
"sub-128",1,"block_computer_fair",6,8,"yes"
"sub-128",1,"block_ingroup_unfair",7,8,"yes"
"sub-128",1,"block_computer_fair",8,8,"yes"
"sub-128",1,"block_outgroup_unfair",9,8,"yes"
"sub-128",2,"block_ingroup_fair",1,8,"yes"
"sub-128",2,"block_outgroup_unfair",2,8,"yes"
"sub-128",2,"block_ingroup_unfair",3,8,"yes"
"sub-128",2,"block_outgroup_fair",4,8,"yes"
"sub-128",2,"block_computer_fair",5,8,"yes"
"sub-128",2,"block_outgroup_fair",6,8,"yes"
"sub-128",2,"block_outgroup_unfair",7,8,"yes"
"sub-128",2,"block_computer_unfair",8,8,"yes"
"sub-128",2,"block_ingroup_fair",9,8,"yes"
"sub-129",1,"block_computer_fair",1,7,"yes"
"sub-129",1,"block_outgroup_fair",2,8,"yes"
"sub-129",1,"block_computer_unfair",3,8,"yes"
"sub-129",1,"block_computer_fair",4,8,"yes"
"sub-129",1,"block_ingroup_fair",5,8,"yes"
"sub-129",1,"block_outgroup_unfair",6,8,"yes"
"sub-129",1,"block_ingroup_unfair",7,8,"yes"
"sub-129",1,"block_computer_unfair",8,8,"yes"
"sub-129",1,"block_ingroup_unfair",9,8,"yes"
"sub-129",2,"block_ingroup_fair",1,8,"yes"
"sub-129",2,"block_outgroup_unfair",2,8,"yes"
"sub-129",2,"block_ingroup_unfair",3,8,"yes"
"sub-129",2,"block_computer_unfair",4,8,"yes"
"sub-129",2,"block_outgroup_unfair",5,8,"yes"
"sub-129",2,"block_outgroup_fair",6,8,"yes"
"sub-129",2,"block_ingroup_fair",7,8,"yes"
"sub-129",2,"block_computer_fair",8,8,"yes"
"sub-129",2,"block_outgroup_fair",9,8,"yes"
"sub-130",1,"block_computer_fair",1,7,"yes"
"sub-130",1,"block_computer_unfair",2,8,"yes"
"sub-130",1,"block_outgroup_unfair",3,8,"yes"
"sub-130",1,"block_outgroup_fair",4,8,"yes"
"sub-130",1,"block_ingroup_fair",5,8,"yes"
"sub-130",1,"block_outgroup_fair",6,8,"yes"
"sub-130",1,"block_ingroup_fair",7,8,"yes"
"sub-130",1,"block_ingroup_unfair",8,8,"yes"
"sub-130",1,"block_outgroup_unfair",9,8,"yes"
"sub-130",2,"block_computer_unfair",1,8,"yes"
"sub-130",2,"block_outgroup_fair",2,8,"yes"
"sub-130",2,"block_computer_unfair",3,8,"yes"
"sub-130",2,"block_ingroup_fair",4,8,"yes"
"sub-130",2,"block_ingroup_unfair",5,8,"yes"
"sub-130",2,"block_outgroup_unfair",6,8,"yes"
"sub-130",2,"block_computer_fair",7,8,"yes"
"sub-130",2,"block_ingroup_unfair",8,8,"yes"
"sub-130",2,"block_computer_fair",9,8,"yes"
"sub-131",1,"block_computer_fair",1,7,"yes"
"sub-131",1,"block_ingroup_unfair",2,8,"yes"
"sub-131",1,"block_computer_unfair",3,8,"yes"
"sub-131",1,"block_ingroup_fair",4,8,"yes"
"sub-131",1,"block_outgroup_fair",5,7,"yes"
"sub-131",1,"block_outgroup_unfair",6,8,"yes"
"sub-131",1,"block_computer_fair",7,7,"yes"
"sub-131",1,"block_ingroup_unfair",8,7,"yes"
"sub-131",1,"block_computer_unfair",9,8,"yes"
"sub-131",2,"block_outgroup_unfair",1,8,"yes"
"sub-131",2,"block_computer_fair",2,8,"yes"
"sub-131",2,"block_ingroup_fair",3,8,"yes"
"sub-131",2,"block_outgroup_fair",4,8,"yes"
"sub-131",2,"block_outgroup_unfair",5,8,"yes"
"sub-131",2,"block_ingroup_unfair",6,8,"yes"
"sub-131",2,"block_ingroup_fair",7,8,"yes"
"sub-131",2,"block_outgroup_fair",8,8,"yes"
"sub-131",2,"block_computer_unfair",9,8,"yes"
"sub-132",1,"block_computer_unfair",1,7,"yes"
"sub-132",1,"block_outgroup_unfair",2,8,"yes"
"sub-132",1,"block_computer_unfair",3,8,"yes"
"sub-132",1,"block_ingroup_unfair",4,8,"yes"
"sub-132",1,"block_computer_fair",5,8,"yes"
"sub-132",1,"block_ingroup_unfair",6,8,"yes"
"sub-132",1,"block_computer_fair",7,8,"yes"
"sub-132",1,"block_outgroup_fair",8,8,"yes"
"sub-132",1,"block_ingroup_fair",9,8,"yes"
"sub-132",2,"block_ingroup_unfair",1,8,"yes"
"sub-132",2,"block_computer_fair",2,8,"yes"
"sub-132",2,"block_outgroup_unfair",3,8,"yes"
"sub-132",2,"block_outgroup_fair",4,8,"yes"
"sub-132",2,"block_ingroup_fair",5,8,"yes"
"sub-132",2,"block_outgroup_fair",6,8,"yes"
"sub-132",2,"block_computer_unfair",7,8,"yes"
"sub-132",2,"block_ingroup_fair",8,8,"yes"
"sub-132",2,"block_outgroup_unfair",9,8,"yes"
"sub-133",1,"block_outgroup_fair",1,6,"yes"
"sub-133",1,"block_ingroup_unfair",2,8,"yes"
"sub-133",1,"block_computer_fair",3,8,"yes"
"sub-133",1,"block_outgroup_unfair",4,8,"yes"
"sub-133",1,"block_ingroup_fair",5,8,"yes"
"sub-133",1,"block_computer_fair",6,8,"yes"
"sub-133",1,"block_computer_unfair",7,8,"yes"
"sub-133",1,"block_ingroup_unfair",8,8,"yes"
"sub-133",1,"block_computer_unfair",9,8,"yes"
"sub-133",2,"block_outgroup_fair",1,8,"yes"
"sub-133",2,"block_computer_fair",2,8,"yes"
"sub-133",2,"block_outgroup_unfair",3,8,"yes"
"sub-133",2,"block_outgroup_fair",4,8,"yes"
"sub-133",2,"block_ingroup_fair",5,8,"yes"
"sub-133",2,"block_outgroup_unfair",6,8,"yes"
"sub-133",2,"block_computer_unfair",7,8,"yes"
"sub-133",2,"block_ingroup_fair",8,8,"yes"
"sub-133",2,"block_ingroup_unfair",9,8,"yes"
"sub-134",1,"block_outgroup_unfair",1,7,"yes"
"sub-134",1,"block_outgroup_fair",2,8,"yes"
"sub-134",1,"block_computer_fair",3,8,"yes"
"sub-134",1,"block_ingroup_unfair",4,7,"yes"
"sub-134",1,"block_computer_unfair",5,8,"yes"
"sub-134",1,"block_ingroup_fair",6,8,"yes"
"sub-134",1,"block_computer_fair",7,7,"yes"
"sub-134",1,"block_computer_unfair",8,8,"yes"
"sub-134",1,"block_ingroup_unfair",9,8,"yes"
"sub-134",2,"block_ingroup_unfair",1,8,"yes"
"sub-134",2,"block_computer_unfair",2,7,"yes"
"sub-134",2,"block_outgroup_unfair",3,8,"yes"
"sub-134",2,"block_ingroup_fair",4,6,"yes"
"sub-134",2,"block_outgroup_fair",5,7,"yes"
