"participant_id","age","sex","trial_total","Include","computer_alpha","computer_epsilon","human_alpha","human_epsilon","outgroup_alpha","outgroup_epsilon","ingroup_alpha","ingroup_epsilon"
"sub-106",20,"F",144,"yes",2.05708810858714,0.00154195388582725,1.73265521273094,0.000424482423312834,1.69231089162554,0.00106100159827815,1.83930875007252,0.000406277988674831
"sub-109",28,"F",126,"yes",0.0746325241247962,0.0124650063049951,0.164378776690926,0.0017815294352186,0.143066049041556,0.001745721974181,0.163461794072691,0.000473022897929818
"sub-104",20,"M",144,"yes",0.0293896475674499,0.01443790085151,0.0262455368198974,0.00619622255157947,0.0356424737839095,0.00183680161878042,0.0284016361995811,0.000521092869095314
"sub-110",20,"M",144,"yes",0.58917462931614,0.00514204752733381,0.670490020502854,0.00195891201694846,0.518548964298008,0.00161646402335623,0.759065629017996,0.00049320835017796
"sub-105",21,"F",143,"yes",0.7197749526107,0.027856832591628,0.55109921839861,0.00488217931982335,0.400608258916395,0.00238855995455583,0.59039434891054,0.000580081201412013
"sub-108",21,"F",144,"yes",1.68038485403757,0.0226058842041021,0.759258080921645,0.000976419761143978,1.0395775340166,0.0015019059687765,0.478388443852479,0.000537655849305062
"sub-107",23,"M",142,"yes",2.15651277856456,0.00938559682003624,3.74819114740608,0.0903385696664107,1.42894340637893,0.00272082234266903,0.731400946134507,0.000506312978328519
"sub-111",80,"M",143,"yes",0.935164630486317,0.0302573277006479,1.0205125964933,0.0214224011193468,0.383604404908792,0.00387159615631007,0.864212677120898,0.00126474943893068
"sub-112",23,"F",143,"yes",0.220904125029679,0.00757499354091476,0.44506106837154,0.0003005222046577,0.434038023602375,0.000938465111002433,0.452626472781835,0.000422357090846899
"sub-113",34,"F",144,"yes",7.14582036815479,0.0665559559367145,1.10372728193455,0.000506652902291922,0.990705508186845,0.00128827779498057,1.19919596975265,0.000396661224039224
"sub-115",21,"F",141,"yes",0.50825376960486,0.0120287227136747,0.30882785405028,0.00595191021130303,0.209515093174179,0.00166018621075002,0.578016038749127,0.000512531091957547
"sub-116",25,"F",143,"yes",1.91287011742689,0.00202560382399156,1.6552875807106,0.000240282486204993,1.71375372478939,0.000867871355512626,1.62587298750742,0.000357258924125917
"sub-117",20,"F",144,"yes",0.229984562036491,0.0109637317130251,0.219147305123657,0.00444043806473674,0.195985396640567,0.00178188889753672,0.200169030364544,0.000582647599296298
"sub-118",21,"F",144,"yes",0.118641231787421,0.0179324282553428,0.309195231647038,0.0132666565792892,0.540261716060729,0.00251368833756964,0.0914268690137571,0.000548042900981282
