"subjID","offer","missed","accept","response_time","human","ingroup","block_fair","run","anteriorinsula","dacc","VS","vmpfc"
"sub-106",3,0,0,1.06745,1,0,0,1,0.361516140750609,0.271642893828728,0.311079158893942,-0.713080738950521
"sub-106",2,0,0,0.56093,1,0,0,1,-0.421417863981333,-0.138154749724048,-0.740405026217256,-0.833132747374475
"sub-106",4,0,0,0.42044,1,0,0,1,0.153686460049357,-0.296962200957178,-0.326417680402907,-1.5054376848042
"sub-106",2,0,0,0.54413,1,0,0,1,0.241910429962445,-0.252563942361761,-0.0326672745092461,-1.66284032259136
"sub-106",4,0,0,0.494,1,0,0,1,0.220752047772597,-0.075592214655545,-0.277781369824273,-1.11271481681615
"sub-106",6,0,1,0.78594,1,0,0,1,-0.153413797107836,0.0118059099962314,-0.288331784914287,-0.677645433321595
"sub-106",4,0,0,0.25812,1,0,0,1,-0.0373292400036007,-0.519787565391097,-0.297713622809776,-1.0599367226474
"sub-106",10,0,1,0.34166,1,0,0,1,0.206644887182241,-0.621520795617942,-0.0659297305780153,-0.00292740745935589
"sub-106",7,0,1,0.48668,0,0,1,1,0.406094064082329,-0.203133785204651,-0.154149453543747,-0.276104560354725
"sub-106",8,0,1,0.36464,0,0,1,1,0.205827275135865,-0.52450821314145,-0.336121593990053,-0.124985751509666
"sub-106",9,0,1,0.40875,0,0,1,1,0.093658489213946,-0.233415733746908,-0.392739345009128,-0.278168610244757
"sub-106",8,0,1,0.41926,0,0,1,1,-0.121547359604544,0.0536119606242412,0.288641270870964,1.06364022572525
"sub-106",9,0,1,0.29739,0,0,1,1,-0.11189390035967,0.286970209261333,0.0166060310051156,0.690003779157996
"sub-106",5,0,0,0.43155,0,0,1,1,0.186807222586746,0.0285017826352958,0.378290357841858,-0.435564669058658
"sub-106",4,0,0,0.51137,0,0,1,1,-0.145260099088773,-0.244860821731251,0.163571612443775,-0.598253663745709
"sub-106",7,0,1,0.27478,0,0,1,1,0.179298455206056,-0.190299453834693,0.42548141896259,-0.0562730330042541
"sub-106",7,0,1,0.53621,1,0,1,1,0.393226804643443,0.397221917872904,-0.1196061099569,-1.30588159579784
"sub-106",5,0,0,0.41046,1,0,1,1,0.287830043661719,0.781710664000086,0.211353747174144,-0.786683029215783
"sub-106",10,0,1,0.02033,1,0,1,1,0.150959313691904,0.310747131291363,-0.0952071086697591,-0.19845574926585
"sub-106",10,0,1,0.37983,1,0,1,1,-0.250401660916395,-0.117035059810237,-0.123418082107188,0.259145455807447
"sub-106",8,0,1,0.2049,1,0,1,1,-0.183838486099072,-0.785506474957974,-0.159446820927163,-0.870833195094019
"sub-106",3,0,0,0.01945,1,0,1,1,0.447048460443815,-0.125161896804693,0.0186072538296382,-1.55700277569704
"sub-106",10,0,1,0.0278499999999999,1,0,1,1,-0.336663583914439,-0.116545520170971,0.64780199615052,0.223746825195849
"sub-106",10,0,1,0.25503,1,0,1,1,-0.277240443916526,-0.7134434732574,0.104846766092426,-0.303557000379078
"sub-106",9,0,1,0.27622,1,1,1,1,-0.0127989123769415,0.728130228403542,-0.216437664036979,-0.652432360686362
"sub-106",10,0,1,0.36399,1,1,1,1,0.100345730626335,0.206337811839249,-0.139094613492489,0.174924895260483
"sub-106",2,0,0,0.0890299999999999,1,1,1,1,0.617052482557483,-0.261025524732691,-0.0492204811501627,-0.693739573098719
"sub-106",10,0,1,0.31823,1,1,1,1,0.439062131103128,-0.353135622623894,-0.00623968980895976,-1.08542075809091
"sub-106",7,0,1,0.38061,1,1,1,1,0.129905004985631,-0.283251766839789,-0.161668007611297,-1.23557548964163
"sub-106",8,0,1,0.30179,1,1,1,1,0.0910790670507898,-0.432928731216601,-0.156917222038222,-1.16490131989121
"sub-106",8,0,1,0.22531,1,1,1,1,-0.211893717525527,-0.714563362300396,-0.464976145536639,-1.33721975479275
"sub-106",5,0,0,0.41223,1,1,1,1,-0.138028403860517,-0.220950790991386,-0.322632022900507,-1.37611802555621
"sub-106",8,0,1,0.39347,1,0,1,1,0.163307489807873,-0.0264186242388354,-0.0884083550966655,0.0934610660653561
"sub-106",9,0,1,0.36493,1,0,1,1,0.207407340717812,0.00803593904883773,-0.352551092936968,-0.325674020731822
"sub-106",7,0,1,0.9853,1,0,1,1,0.170819843949478,-0.000892510258213237,0.467973735338698,-0.620792903471738
"sub-106",8,0,1,0.24661,1,0,1,1,-0.0842979738178353,-0.519616962169056,0.324054642405827,0.129319063993171
"sub-106",2,0,0,0.0285,1,0,1,1,0.447656743306046,-0.330692727256704,0.0693112185253995,0.442406414728612
"sub-106",5,0,0,0.0566199999999999,1,0,1,1,0.52187131845858,-0.0665891023559703,-0.040325210953597,0.5600196152227
"sub-106",9,0,1,0.24085,1,0,1,1,-0.187164598610252,-0.462820238359402,-0.145406805541522,1.21885901708156
"sub-106",9,0,1,0.0235399999999999,1,0,1,1,0.140594827412012,-0.181805721397891,-0.0887564814183861,0.63017189912498
"sub-106",2,0,0,0.54624,0,0,0,1,0.0532987555488944,0.540122097151147,0.267768822998429,-0.155380703881383
"sub-106",4,0,0,0.33995,0,0,0,1,0.189591059849287,0.28566260566866,0.565266288816929,-0.309798283316195
"sub-106",1,0,0,0.02681,0,0,0,1,0.365305991067241,-0.160148194249443,0.422198326326907,-1.74576884789858
"sub-106",8,0,1,0.52964,0,0,0,1,-0.14005341353671,-0.579247033464964,-0.136731146873596,-1.6773286510841
"sub-106",1,0,0,0.0317700000000001,0,0,0,1,-0.143866348643011,-0.539205719130459,0.0919233954822024,-1.35186604391783
"sub-106",6,0,0,0.47249,0,0,0,1,0.133946628329189,-0.339411173912662,-0.168054466552955,-1.10175029132515
"sub-106",2,0,0,0.0329600000000001,0,0,0,1,-0.424017430709985,0.290489560148368,0.197393376535426,-0.193064191323356
"sub-106",1,0,0,0.33519,0,0,0,1,-0.370500771379739,0.0511131438047246,-0.524285839841468,-0.75539321731776
"sub-106",9,0,1,0.4179,1,1,1,1,0.584804054097428,0.301594227793868,-0.105808279069606,-0.208545480505563
"sub-106",9,0,1,0.32259,1,1,1,1,0.73398117889883,0.690485086947404,0.235487995669246,-0.601962203212315
"sub-106",9,0,1,0.02085,1,1,1,1,0.235876669486364,-0.111674941325974,-0.0646381042218612,-0.225941513851285
"sub-106",6,0,0,0.54758,1,1,1,1,-0.493930262358238,-0.0598809556966578,0.0256095768030112,-0.443425960023887
"sub-106",7,0,1,0.41683,1,1,1,1,-0.275288549795126,-0.819781507244679,-0.211242323586096,-1.01394325876608
"sub-106",10,0,1,0.03128,1,1,1,1,0.759236976193885,-0.164751806805186,0.246325533526639,-0.359495277656242
"sub-106",4,0,0,0.06382,1,1,1,1,0.740843566988284,-0.329564005024386,0.265975066984538,-0.0666160059627146
"sub-106",7,0,1,0.32073,1,1,1,1,0.366720583910743,-0.695451760181674,0.277213284415969,0.0522697591921315
"sub-106",3,0,0,0.37831,1,0,0,1,0.597309025314947,-0.0215283343568444,-0.0123480829643086,-0.848284416645765
"sub-106",4,0,0,0.38636,1,0,0,1,0.356465544745636,0.530508108294776,0.359573343885131,0.642731722444296
"sub-106",5,0,0,0.0247200000000001,1,0,0,1,-0.135904613067396,0.756681866805862,0.339430852405106,0.355960858994513
"sub-106",9,0,1,0.26125,1,0,0,1,-0.236691672238521,0.641429936513305,0.441017502918839,0.163222290173871
"sub-106",2,0,0,0.28887,1,0,0,1,-0.272225100857516,0.099123619341063,0.232490792734704,0.160970101944986
"sub-106",1,0,0,0.02538,1,0,0,1,-0.141904091908752,2.9914822705366e-05,-0.203989531223973,-0.645090605365112
"sub-106",1,0,0,0.02058,1,0,0,1,-0.581947658094577,-0.333910297395455,-0.636290709022433,-0.435289969661972
"sub-106",1,0,0,0.0280199999999999,1,0,0,1,-0.359759851514051,-0.381982181911115,-0.361931771195183,0.507079813210294
"sub-106",5,0,0,0.4877,1,1,0,1,-0.0287797196457783,-0.479863055929955,-0.316164542144785,-0.167922331206501
"sub-106",3,0,0,0.58459,1,1,0,1,0.70804481394589,0.206228144173683,-0.0401191794468711,-0.347311294625979
"sub-106",1,0,0,0.2615,1,1,0,1,0.596751038376169,0.136385535338411,-0.0678498395718634,-0.931522188149393
"sub-106",1,0,0,0.36031,1,1,0,1,0.479678352181509,-0.173109558410943,-0.105991787626408,-1.28377435924485
"sub-106",2,0,0,0.16563,1,1,0,1,0.179687290025565,-0.614188067347708,-0.169880924125512,-1.83698059469461
"sub-106",7,0,1,0.51088,1,1,0,1,-0.213914250023663,-0.166060112140797,0.638405072881142,-0.626014769822359
"sub-106",4,0,0,0.30687,1,1,0,1,0.187595931037019,0.320997813440583,0.812096595060818,0.20590236634016
"sub-106",1,0,0,0.38429,1,1,0,1,-0.164539389807032,0.0631074527347529,-0.0750345312214146,-0.710946719069034
"sub-106",10,0,1,0.72729,1,0,1,2,0.433182905699747,-0.122145245334616,0.640891798616697,0.21207150205737
"sub-106",7,0,1,0.38326,1,0,1,2,-0.109624456245607,-0.219448092083136,-0.0810329333180562,0.153303582710214
"sub-106",9,0,1,0.02121,1,0,1,2,-0.454480774351396,0.169778253883123,-0.27018381934613,0.0330948653630912
"sub-106",9,0,1,0.263,1,0,1,2,-0.115342552075163,0.457144186980764,-0.195600572213152,0.0779872064478695
