"subjID","human_fixed_rand","computer_fixed_rand","soc_nonsoc_indiv_logit","younger","older","ismale","tsnr","fd_mean","RT","soc_nonsoc_demean","soc_nonsoc_young","soc_nonsoc_old","ones"
"sub-104",1.28878247469506,0.683509656899375,0.605272817795682,1,0,0.574,0.335345346,-1.109117337,0.256,0.20185409404517,0.20185409404517,0,1
"sub-105",1.39125904823428,1.12778079473663,0.263478253497652,1,0,-0.426,1.43926098,-1.214960371,1.03,-0.139940470252859,-0.139940470252859,0,1
"sub-106",2.17337675953931,2.05515244836504,0.118224311174272,1,0,-0.426,0.84197575,-0.295734173,0.00677,-0.28519441257624,-0.28519441257624,0,1
"sub-107",1.13327386602994,0.976744350840289,0.156529515189651,1,0,0.574,0.467173848,-1.179449315,0.164,-0.246889208560861,-0.246889208560861,0,1
"sub-108",0.952205017230856,1.22193486124171,-0.269729844010856,1,0,-0.426,0.4199414,-0.888679465,-1.25,-0.673148567761367,-0.673148567761367,0,1
"sub-109",2.68370565759747,0.917342185491717,1.76636347210575,1,0,-0.426,0.680348289,-0.333947122,1.43,1.36294474835524,1.36294474835524,0,1
"sub-110",1.28660222174924,0.994003893718937,0.292598328030306,1,0,0.574,0.771201523,-1.292912535,-1.26,-0.110820395720205,-0.110820395720205,0,1
"sub-111",0.924111898559296,1.68015222241788,-0.756040323858581,0,1,0.574,-0.691764793,0.146433278,-1.25,-1.15945904760909,0,-1.15945904760909,1
"sub-112",2.78150541767865,1.3601797247789,1.42132569289975,1,0,-0.426,0.817466001,-0.931557862,0.991,1.01790696914924,1.01790696914924,0,1
"sub-113",2.12007725918466,1.5702012971238,0.549875962060858,1,0,-0.426,-1.142227911,0.36502216,0.813,0.146457238310346,0.146457238310346,0,1
"sub-115",0.121493601973184,0.302285137491317,-0.180791535518133,1,0,-0.426,0.750329892,-0.517222174,0.94,-0.584210259268644,-0.584210259268644,0,1
"sub-116",2.66417878304148,2.26199918433465,0.402179598706827,1,0,-0.426,-0.449037222,-0.458864599,0.183,-0.00123912504368445,-0.00123912504368445,0,1
"sub-117",2.79093084479897,1.5812160076165,1.20971483718247,1,0,-0.426,1.075760056,-0.887283578,0.308,0.806296113431957,0.806296113431957,0,1
"sub-118",0.306109105397607,0.27410393078959,0.0320051746080163,1,0,-0.426,-1.060535185,0.783193711,0.214,-0.371413549142495,-0.371413549142495,0,1
"sub-121",2.07736327337462,1.12872049052728,0.948642782847342,1,0,-0.426,1.822941324,-1.128909272,0.276,0.54522405909683,0.54522405909683,0,1
"sub-122",0.97720520158062,0.683965130534602,0.293240071046018,1,0,-0.426,1.759997806,-1.012660134,1.49,-0.110178652704493,-0.110178652704493,0,1
"sub-124",2.51967901947033,1.31722300089565,1.20245601857468,1,0,0.574,0.750570699,-0.622688021,0.565,0.799037294824167,0.799037294824167,0,1
"sub-125",0.914654444730231,0.945960762536777,-0.0313063178065454,1,0,-0.426,1.781157475,-1.063575099,1.67,-0.434725041557057,-0.434725041557057,0,1
"sub-126",1.24520851022873,0.713493930727919,0.53171457950081,1,0,0.574,-0.881321934,-0.422387959,0.357,0.128295855750298,0.128295855750298,0,1
"sub-127",2.29789996433997,2.17794526306824,0.119954701271738,0,1,-0.426,0.726955566,-0.586700833,0.802,-0.283464022478774,0,-0.283464022478774,1
"sub-128",2.03617077155314,1.75717390861483,0.278996862938312,0,1,0.574,0.354984567,0.35040772,-1.27,-0.124421860812199,0,-0.124421860812199,1
"sub-129",1.93319830623103,1.52339167387475,0.40980663235628,0,1,0.574,-1.141721185,2.26385679,-1.26,0.00638790860576838,0,0.00638790860576838,1
"sub-130",1.23146163632515,0.212170675389707,1.01929096093544,0,1,-0.426,-1.262876457,1.236388009,1.18,0.615872237184932,0,0.615872237184932,1
"sub-132",1.23231907607759,1.02327629902402,0.209042777053573,0,1,-0.426,-0.107125145,-0.012961885,1.63,-0.194375946696938,0,-0.194375946696938,1
"sub-133",1.73692578197623,0.647913006402932,1.08901277557329,0,1,0.574,1.055715262,0.050489502,0.906,0.685594051822782,0,0.685594051822782,1
"sub-134",2.36121067351058,0.809194684264587,1.55201598924599,0,1,-0.426,-0.770087816,0.121069128,-1.25,1.14859726549548,0,1.14859726549548,1
"sub-135",0.516052456489685,1.08995821506026,-0.573905758570572,0,1,0.574,-0.653236011,1.016904241,-1.25,-0.977324482321083,0,-0.977324482321083,1
"sub-136",1.27991127543445,1.23541024297192,0.0445010324625297,0,1,-0.426,0.220981734,-0.470718126,-1.24,-0.358917691287982,0,-0.358917691287982,1
"sub-137",2.0463376676538,2.06670528291688,-0.0203676152630736,0,1,0.574,-0.54577279,0.786471014,-0.791,-0.423786339013585,0,-0.423786339013585,1
"sub-138",0.65727498561388,0.616314593447773,0.0409603921661068,0,1,0.574,-1.700501417,2.956665728,-0.168,-0.362458331584405,0,-0.362458331584405,1
"sub-140",0.655178651521088,0.73493883405315,-0.0797601825320626,0,1,0.574,-0.738385115,0.945144959,-0.417,-0.483178906282574,0,-0.483178906282574,1
"sub-141",1.2691484976873,0.10895315759106,1.16019534009624,0,1,-0.426,0.509990371,-0.031470684,-0.91,0.756776616345728,0,0.756776616345728,1
"sub-142",1.9298993669067,0.613148531311291,1.3167508355954,0,1,-0.426,-0.159519738,0.411082901,1.53,0.913332111844893,0,0.913332111844893,1
"sub-143",1.6421421496663,1.50876509896558,0.133377050700725,0,1,-0.426,1.600072485,-0.251220667,-1.26,-0.270041673049787,0,-0.270041673049787,1
"sub-144",1.6421421496663,1.50876509896558,0.133377050700725,0,1,0.574,-2.070394775,1.857227144,-1.26,-0.270041673049787,0,-0.270041673049787,1
"sub-147",1.15647596792495,0.696680985603073,0.459794982321881,0,1,-0.426,-1.000297491,0.677173554,0.0118,0.0563762585713694,0,0.0563762585713694,1
