exitflag,negLL,norm0,alpha0,alpha_i,epsilon0,epsilon_i,tau0,tau_i
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
1,12.7599486065017,5.8703,9.6673,1.10017085480903e-07,0.8016,0.523055069155385,9,0.560848944265217
