"subjID","in_out_logit","in_out_prob","younger","older","ismale","tsnr","fd_mean","RT","in_out_demean","in_out_young","in_out_old","ones"
"sub-104",0.256374139922827,0.000554364821517273,1,0,0.574,0.335345346,-1.109117337,0.256,0.295847025216602,0.295847025216602,0,1
"sub-105",-1.24075039963534,-0.300607137298111,1,0,-0.426,1.43926098,-1.214960371,1.03,-1.20127751434156,-1.20127751434156,0,1
"sub-106",-2.58873571609926,-0.00542240939931011,1,0,-0.426,0.84197575,-0.295734173,0.00677,-2.54926283080549,-2.54926283080549,0,1
"sub-107",1.42150062732985,0.132667132566366,1,0,0.574,0.467173848,-1.179449315,0.164,1.46097351262362,1.46097351262362,0,1
"sub-108",3.41522535243434,0.452547132684955,1,0,-0.426,0.4199414,-0.888679465,-1.25,3.45469823772812,3.45469823772812,0,1
"sub-109",-0.636931457987426,-0.0159639447178578,1,0,-0.426,0.680348289,-0.333947122,1.43,-0.597458572693651,-0.597458572693651,0,1
"sub-110",-1.78755145846788,-0.333087223390454,1,0,0.574,0.771201523,-1.292912535,-1.26,-1.74807857317411,-1.74807857317411,0,1
"sub-111",-2.20280248119669,-0.482994033983826,0,1,0.574,-0.691764793,0.146433278,-1.25,-2.16332959590291,0,-2.16332959590291,1
"sub-112",-0.256860963513752,-0.0637554218906368,1,0,-0.426,0.817466001,-0.931557862,0.991,-0.217388078219977,-0.217388078219977,0,1
"sub-113",-0.151469922076799,-0.0022776736837361,1,0,-0.426,-1.142227911,0.36502216,0.813,-0.111997036783023,-0.111997036783023,0,1
"sub-115",-0.612534047421187,-0.149133237598418,1,0,-0.426,0.750329892,-0.517222174,0.94,-0.573061162127412,-0.573061162127412,0,1
"sub-116",-0.275796770735058,-0.000313852354015083,1,0,-0.426,-0.449037222,-0.458864599,0.183,-0.236323885441283,-0.236323885441283,0,1
"sub-117",0.00104563202486307,3.82683852321319e-05,1,0,-0.426,1.075760056,-0.887283578,0.308,0.0405185173186381,0.0405185173186381,0,1
"sub-118",1.1682411175942,0.270195672616028,1,0,-0.426,-1.060535185,0.783193711,0.214,1.20771400288798,1.20771400288798,0,1
"sub-121",0.631917173419723,0.155811216642863,1,0,-0.426,1.822941324,-1.128909272,0.276,0.671390058713498,0.671390058713498,0,1
"sub-122",2.3974639949054,0.11056012923755,1,0,-0.426,1.759997806,-1.012660134,1.49,2.43693688019918,2.43693688019918,0,1
"sub-124",-0.0651172928575532,-0.00137039667652616,1,0,0.574,0.750570699,-0.622688021,0.565,-0.0256444075637781,-0.0256444075637781,0,1
"sub-125",0.0890830801335047,0.0121732510962735,1,0,-0.426,1.781157475,-1.063575099,1.67,0.12855596542728,0.12855596542728,0,1
"sub-126",-0.41314348350473,-0.00074889427374436,1,0,0.574,-0.881321934,-0.422387959,0.357,-0.373670598210955,-0.373670598210955,0,1
"sub-127",-3.66316637772175,-0.00107976751232022,0,1,-0.426,0.726955566,-0.586700833,0.802,-3.62369349242797,0,-3.62369349242797,1
"sub-128",-2.53398718222205,-4.31830954124617e-05,0,1,0.574,0.354984567,0.35040772,-1.27,-2.49451429692828,0,-2.49451429692828,1
"sub-129",-0.100821102420488,-0.00559312993897203,0,1,0.574,-1.141721185,2.26385679,-1.26,-0.0613482171267133,0,-0.0613482171267133,1
"sub-130",0.194605211838223,0.00032144278990287,0,1,-0.426,-1.262876457,1.236388009,1.18,0.234078097131998,0,0.234078097131998,1
"sub-132",-0.0333979718414703,-5.1481663669195e-05,0,1,-0.426,-0.107125145,-0.012961885,1.63,0.00607491345230476,0,0.00607491345230476,1
"sub-133",0.158420054531016,0.00171191732527753,0,1,0.574,1.055715262,0.050489502,0.906,0.197892939824791,0,0.197892939824791,1
"sub-134",0.415123399342683,0.00805695137650142,0,1,-0.426,-0.770087816,0.121069128,-1.25,0.454596284636458,0,0.454596284636458,1
"sub-135",-9.86625042300318,-0.10609392934305,0,1,0.574,-0.653236011,1.016904241,-1.25,-9.82677753770941,0,-9.82677753770941,1
"sub-136",-1.74625930958735,-0.338720642019195,0,1,-0.426,0.220981734,-0.470718126,-1.24,-1.70678642429358,0,-1.70678642429358,1
"sub-137",3.44693700832377,0.0176943289938235,0,1,0.574,-0.54577279,0.786471014,-0.791,3.48640989361754,0,3.48640989361754,1
"sub-138",-0.223790205289091,-0.0481784802887372,0,1,0.574,-1.700501417,2.956665728,-0.168,-0.184317319995316,0,-0.184317319995316,1
"sub-140",0.260155872886722,0.0540361103475565,0,1,0.574,-0.738385115,0.945144959,-0.417,0.299628758180497,0,0.299628758180497,1
"sub-141",-0.0627325291657286,-0.000118855664889783,0,1,-0.426,0.509990371,-0.031470684,-0.91,-0.0232596438719535,0,-0.0232596438719535,1
"sub-142",-0.389552974478577,-0.0047485328036253,0,1,-0.426,-0.159519738,0.411082901,1.53,-0.350080089184802,0,-0.350080089184802,1
"sub-143",1.29445664765175,0.0830599146248042,0,1,-0.426,1.600072485,-0.251220667,-1.26,1.33392953294552,0,1.33392953294552,1
"sub-144",1.29445664765175,0.0830599146248042,0,1,0.574,-2.070394775,1.857227144,-1.26,1.33392953294552,0,1.33392953294552,1
"sub-147",-1.31827994277266,-0.219641556726833,0,1,-0.426,-1.000297491,0.677173554,0.0118,-1.27880705747888,0,-1.27880705747888,1
"sub-149",1.31106685544241,0.0440169236906555,0,1,0.574,-0.939580152,1.676162702,-1.25,1.35053974073619,0,1.35053974073619,1
"sub-150",1.02939509653611,0.212329957105048,1,0,-0.426,-0.537555218,-0.21095519,0.64,1.06886798182989,1.06886798182989,0,1
"sub-151",-0.784664878736446,-0.00619523546307199,0,1,-0.426,-1.120709642,1.001343862,-1.25,-0.74519199344267,0,-0.74519199344267,1
"sub-152",0.235648790113817,0.000590567485435178,0,1,0.574,-1.252682339,1.56148429,-1.26,0.275121675407592,0,0.275121675407592,1
"sub-153",0.463555120666028,0.113388494651171,1,0,0.574,0.007521336,-0.61313535,-1.24,0.503028005959803,0.503028005959803,0,1
"sub-154",6.8525659228018,0.0376655804553362,0,1,-0.426,0.280333975,0.064014578,0.316,6.89203880809557,0,6.89203880809557,1
"sub-155",-1.35971681344154,-3.25909351427527e-05,1,0,0.574,0.898209256,-1.233512086,0.383,-1.32024392814777,-1.32024392814777,0,1
"sub-156",0.175232178237196,0.000256212312334192,1,0,-0.426,-1.213480721,0.657957535,1.02,0.214705063530971,0.214705063530971,0,1
"sub-157",-0.532466260509558,-0.125187112137279,1,0,0.574,-0.808294548,-0.32672095,0.195,-0.492993375215783,-0.492993375215783,0,1
"sub-158",0.462190899425654,0.000343847321672867,1,0,0.574,-0.339626837,-0.648509396,1.02,0.501663784719429,0.501663784719429,0,1
"sub-159",4.0168935326645,0.0630023121724027,1,0,-0.426,1.218499501,-1.182638625,-0.494,4.05636641795828,4.05636641795828,0,1
